,Property,Value,Group,Cohort,Level,Origin
1224,assortativity,0.667,control,VogtmannE_2016,phylum,0.667
1225,transitivity,0.429,control,VogtmannE_2016,phylum,0.429
1226,algebraic_connectivity,0.0,control,VogtmannE_2016,phylum,0.0
1227,density,0.041,control,VogtmannE_2016,phylum,0.041
1228,assortativity,0.476,control,VogtmannE_2016,phylum,0.476
1229,transitivity,0.273,control,VogtmannE_2016,phylum,0.273
1230,algebraic_connectivity,0.368,control,VogtmannE_2016,phylum,0.368
1231,density,-0.171,control,VogtmannE_2016,phylum,-0.171
1232,assortativity,0.476,CRC,VogtmannE_2016,phylum,0.476
1233,transitivity,0.375,CRC,VogtmannE_2016,phylum,0.375
1234,algebraic_connectivity,0.0,CRC,VogtmannE_2016,phylum,0.0
1235,density,-0.189,CRC,VogtmannE_2016,phylum,-0.189
1236,assortativity,0.476,CRC,VogtmannE_2016,phylum,0.476
1237,transitivity,0.25,CRC,VogtmannE_2016,phylum,0.25
1238,algebraic_connectivity,0.609,CRC,VogtmannE_2016,phylum,0.609
1239,density,-0.357,CRC,VogtmannE_2016,phylum,-0.357
1240,assortativity,0.476,control,VogtmannE_2016,phylum,0.476
1241,transitivity,0.25,control,VogtmannE_2016,phylum,0.25
1242,algebraic_connectivity,0.0,control,VogtmannE_2016,phylum,0.0
1243,density,-0.257,control,VogtmannE_2016,phylum,-0.257
1244,assortativity,0.667,control,VogtmannE_2016,phylum,0.667
1245,transitivity,0.4,control,VogtmannE_2016,phylum,0.4
1246,algebraic_connectivity,1.0,control,VogtmannE_2016,phylum,1.0
1247,density,-0.545,control,VogtmannE_2016,phylum,-0.545
1248,assortativity,0.476,control,VogtmannE_2016,phylum,0.476
1249,transitivity,0.3,control,VogtmannE_2016,phylum,0.3
1250,algebraic_connectivity,0.0,control,VogtmannE_2016,phylum,0.0
1251,density,-0.429,control,VogtmannE_2016,phylum,-0.429
1252,assortativity,0.476,control,VogtmannE_2016,phylum,0.476
1253,transitivity,0.0,control,VogtmannE_2016,phylum,0.0
1254,algebraic_connectivity,0.382,control,VogtmannE_2016,phylum,0.382
1255,density,-0.39,control,VogtmannE_2016,phylum,-0.39
1256,assortativity,0.357,control,VogtmannE_2016,phylum,0.357
1257,transitivity,0.3,control,VogtmannE_2016,phylum,0.3
1258,algebraic_connectivity,0.0,control,VogtmannE_2016,phylum,0.0
1259,density,-0.385,control,VogtmannE_2016,phylum,-0.385
1260,assortativity,0.357,control,VogtmannE_2016,phylum,0.357
1261,transitivity,0.214,control,VogtmannE_2016,phylum,0.214
1262,algebraic_connectivity,0.0,control,VogtmannE_2016,phylum,0.0
1263,density,-0.542,control,VogtmannE_2016,phylum,-0.542
1264,assortativity,0.357,CRC,VogtmannE_2016,phylum,0.357
1265,transitivity,0.3,CRC,VogtmannE_2016,phylum,0.3
1266,algebraic_connectivity,0.0,CRC,VogtmannE_2016,phylum,0.0
1267,density,-0.385,CRC,VogtmannE_2016,phylum,-0.385
1268,assortativity,0.667,CRC,VogtmannE_2016,phylum,0.667
1269,transitivity,0.3,CRC,VogtmannE_2016,phylum,0.3
1270,algebraic_connectivity,0.631,CRC,VogtmannE_2016,phylum,0.631
1271,density,-0.333,CRC,VogtmannE_2016,phylum,-0.333
1272,assortativity,0.476,CRC,VogtmannE_2016,phylum,0.476
1273,transitivity,0.0,CRC,VogtmannE_2016,phylum,0.0
1274,algebraic_connectivity,0.296,CRC,VogtmannE_2016,phylum,0.296
1275,density,-0.471,CRC,VogtmannE_2016,phylum,-0.471
1276,assortativity,0.476,CRC,VogtmannE_2016,phylum,0.476
1277,transitivity,0.375,CRC,VogtmannE_2016,phylum,0.375
1278,algebraic_connectivity,0.0,CRC,VogtmannE_2016,phylum,0.0
1279,density,-0.51,CRC,VogtmannE_2016,phylum,-0.51
1280,assortativity,0.476,CRC,VogtmannE_2016,phylum,0.476
1281,transitivity,0.214,CRC,VogtmannE_2016,phylum,0.214
1282,algebraic_connectivity,0.596,CRC,VogtmannE_2016,phylum,0.596
1283,density,-0.566,CRC,VogtmannE_2016,phylum,-0.566
1284,assortativity,0.357,control,VogtmannE_2016,phylum,0.357
1285,transitivity,0.273,control,VogtmannE_2016,phylum,0.273
1286,algebraic_connectivity,0.0,control,VogtmannE_2016,phylum,0.0
1287,density,-0.208,control,VogtmannE_2016,phylum,-0.208
1288,assortativity,0.476,CRC,VogtmannE_2016,phylum,0.476
1289,transitivity,0.25,CRC,VogtmannE_2016,phylum,0.25
1290,algebraic_connectivity,0.0,CRC,VogtmannE_2016,phylum,0.0
1291,density,-0.538,CRC,VogtmannE_2016,phylum,-0.538
1292,assortativity,0.667,CRC,VogtmannE_2016,phylum,0.667
1293,transitivity,0.4,CRC,VogtmannE_2016,phylum,0.4
1294,algebraic_connectivity,1.0,CRC,VogtmannE_2016,phylum,1.0
1295,density,-0.538,CRC,VogtmannE_2016,phylum,-0.538
1296,assortativity,0.667,control,VogtmannE_2016,phylum,0.667
1297,transitivity,0.545,control,VogtmannE_2016,phylum,0.545
1298,algebraic_connectivity,0.0,control,VogtmannE_2016,phylum,0.0
1299,density,-0.289,control,VogtmannE_2016,phylum,-0.289
1300,assortativity,0.667,control,VogtmannE_2016,phylum,0.667
1301,transitivity,0.462,control,VogtmannE_2016,phylum,0.462
1302,algebraic_connectivity,0.697,control,VogtmannE_2016,phylum,0.697
1303,density,-0.354,control,VogtmannE_2016,phylum,-0.354
1304,assortativity,0.667,CRC,VogtmannE_2016,phylum,0.667
1305,transitivity,0.3,CRC,VogtmannE_2016,phylum,0.3
1306,algebraic_connectivity,0.631,CRC,VogtmannE_2016,phylum,0.631
1307,density,-0.35,CRC,VogtmannE_2016,phylum,-0.35
1308,assortativity,0.476,control,VogtmannE_2016,phylum,0.476
1309,transitivity,0.176,control,VogtmannE_2016,phylum,0.176
1310,algebraic_connectivity,1.0,control,VogtmannE_2016,phylum,1.0
1311,density,-0.64,control,VogtmannE_2016,phylum,-0.64
1312,assortativity,1.0,CRC,VogtmannE_2016,phylum,1.0
1313,transitivity,0.545,CRC,VogtmannE_2016,phylum,0.545
1314,algebraic_connectivity,1.0,CRC,VogtmannE_2016,phylum,1.0
1315,density,-0.333,CRC,VogtmannE_2016,phylum,-0.333
1316,assortativity,0.476,control,VogtmannE_2016,phylum,0.476
1317,transitivity,0.273,control,VogtmannE_2016,phylum,0.273
1318,algebraic_connectivity,0.412,control,VogtmannE_2016,phylum,0.412
1319,density,-0.086,control,VogtmannE_2016,phylum,-0.086
1320,assortativity,0.476,control,VogtmannE_2016,phylum,0.476
1321,transitivity,0.0,control,VogtmannE_2016,phylum,0.0
1322,algebraic_connectivity,0.0,control,VogtmannE_2016,phylum,0.0
1323,density,0.163,control,VogtmannE_2016,phylum,0.163
1324,assortativity,0.357,CRC,VogtmannE_2016,phylum,0.357
1325,transitivity,0.0,CRC,VogtmannE_2016,phylum,0.0
1326,algebraic_connectivity,0.0,CRC,VogtmannE_2016,phylum,0.0
1327,density,-0.301,CRC,VogtmannE_2016,phylum,-0.301
1328,assortativity,0.476,CRC,VogtmannE_2016,phylum,0.476
1329,transitivity,0.3,CRC,VogtmannE_2016,phylum,0.3
1330,algebraic_connectivity,0.0,CRC,VogtmannE_2016,phylum,0.0
1331,density,-0.357,CRC,VogtmannE_2016,phylum,-0.357
1332,assortativity,0.476,control,VogtmannE_2016,phylum,0.476
1333,transitivity,0.0,control,VogtmannE_2016,phylum,0.0
1334,algebraic_connectivity,0.586,control,VogtmannE_2016,phylum,0.586
1335,density,-0.425,control,VogtmannE_2016,phylum,-0.425
1336,assortativity,0.667,CRC,VogtmannE_2016,phylum,0.667
1337,transitivity,0.462,CRC,VogtmannE_2016,phylum,0.462
1338,algebraic_connectivity,0.697,CRC,VogtmannE_2016,phylum,0.697
1339,density,-0.354,CRC,VogtmannE_2016,phylum,-0.354
1340,assortativity,0.667,control,VogtmannE_2016,phylum,0.667
1341,transitivity,0.25,control,VogtmannE_2016,phylum,0.25
1342,algebraic_connectivity,1.0,control,VogtmannE_2016,phylum,1.0
1343,density,-0.565,control,VogtmannE_2016,phylum,-0.565
1344,assortativity,0.476,control,VogtmannE_2016,phylum,0.476
1345,transitivity,0.3,control,VogtmannE_2016,phylum,0.3
1346,algebraic_connectivity,0.0,control,VogtmannE_2016,phylum,0.0
1347,density,-0.323,control,VogtmannE_2016,phylum,-0.323
1348,assortativity,0.667,CRC,VogtmannE_2016,phylum,0.667
1349,transitivity,0.4,CRC,VogtmannE_2016,phylum,0.4
1350,algebraic_connectivity,1.0,CRC,VogtmannE_2016,phylum,1.0
1351,density,-0.545,CRC,VogtmannE_2016,phylum,-0.545
1352,assortativity,0.357,control,VogtmannE_2016,phylum,0.357
1353,transitivity,0.0,control,VogtmannE_2016,phylum,0.0
1354,algebraic_connectivity,0.0,control,VogtmannE_2016,phylum,0.0
1355,density,-0.341,control,VogtmannE_2016,phylum,-0.341
1356,assortativity,0.476,control,VogtmannE_2016,phylum,0.476
1357,transitivity,0.25,control,VogtmannE_2016,phylum,0.25
1358,algebraic_connectivity,0.0,control,VogtmannE_2016,phylum,0.0
1359,density,-0.538,control,VogtmannE_2016,phylum,-0.538
1360,assortativity,0.476,CRC,VogtmannE_2016,phylum,0.476
1361,transitivity,0.375,CRC,VogtmannE_2016,phylum,0.375
1362,algebraic_connectivity,0.0,CRC,VogtmannE_2016,phylum,0.0
1363,density,-0.189,CRC,VogtmannE_2016,phylum,-0.189
1364,assortativity,1.0,CRC,VogtmannE_2016,phylum,1.0
1365,transitivity,0.545,CRC,VogtmannE_2016,phylum,0.545
1366,algebraic_connectivity,1.0,CRC,VogtmannE_2016,phylum,1.0
1367,density,-0.415,CRC,VogtmannE_2016,phylum,-0.415
1368,assortativity,0.667,CRC,VogtmannE_2016,phylum,0.667
1369,transitivity,0.462,CRC,VogtmannE_2016,phylum,0.462
1370,algebraic_connectivity,0.697,CRC,VogtmannE_2016,phylum,0.697
1371,density,-0.354,CRC,VogtmannE_2016,phylum,-0.354
1372,assortativity,0.278,CRC,VogtmannE_2016,phylum,0.278
1373,transitivity,0.0,CRC,VogtmannE_2016,phylum,0.0
1374,algebraic_connectivity,0.0,CRC,VogtmannE_2016,phylum,0.0
1375,density,-0.541,CRC,VogtmannE_2016,phylum,-0.541
1376,assortativity,0.357,CRC,VogtmannE_2016,phylum,0.357
1377,transitivity,0.75,CRC,VogtmannE_2016,phylum,0.75
1378,algebraic_connectivity,0.0,CRC,VogtmannE_2016,phylum,0.0
1379,density,0.177,CRC,VogtmannE_2016,phylum,0.177
1380,assortativity,0.667,control,VogtmannE_2016,phylum,0.667
1381,transitivity,0.4,control,VogtmannE_2016,phylum,0.4
1382,algebraic_connectivity,1.0,control,VogtmannE_2016,phylum,1.0
1383,density,-0.589,control,VogtmannE_2016,phylum,-0.589
1384,assortativity,0.476,control,VogtmannE_2016,phylum,0.476
1385,transitivity,0.214,control,VogtmannE_2016,phylum,0.214
1386,algebraic_connectivity,0.596,control,VogtmannE_2016,phylum,0.596
1387,density,-0.542,control,VogtmannE_2016,phylum,-0.542
1388,assortativity,0.476,control,VogtmannE_2016,phylum,0.476
1389,transitivity,0.214,control,VogtmannE_2016,phylum,0.214
1390,algebraic_connectivity,0.596,control,VogtmannE_2016,phylum,0.596
1391,density,-0.628,control,VogtmannE_2016,phylum,-0.628
1392,assortativity,0.476,control,VogtmannE_2016,phylum,0.476
1393,transitivity,0.333,control,VogtmannE_2016,phylum,0.333
1394,algebraic_connectivity,0.0,control,VogtmannE_2016,phylum,0.0
1395,density,-0.005,control,VogtmannE_2016,phylum,-0.005
1396,assortativity,0.476,control,VogtmannE_2016,phylum,0.476
1397,transitivity,0.429,control,VogtmannE_2016,phylum,0.429
1398,algebraic_connectivity,0.0,control,VogtmannE_2016,phylum,0.0
1399,density,-0.008,control,VogtmannE_2016,phylum,-0.008
1400,assortativity,0.357,control,VogtmannE_2016,phylum,0.357
1401,transitivity,0.3,control,VogtmannE_2016,phylum,0.3
1402,algebraic_connectivity,0.0,control,VogtmannE_2016,phylum,0.0
1403,density,-0.22,control,VogtmannE_2016,phylum,-0.22
1404,assortativity,0.476,CRC,VogtmannE_2016,phylum,0.476
1405,transitivity,0.3,CRC,VogtmannE_2016,phylum,0.3
1406,algebraic_connectivity,0.0,CRC,VogtmannE_2016,phylum,0.0
1407,density,-0.357,CRC,VogtmannE_2016,phylum,-0.357
1408,assortativity,0.667,control,VogtmannE_2016,phylum,0.667
1409,transitivity,0.0,control,VogtmannE_2016,phylum,0.0
1410,algebraic_connectivity,0.0,control,VogtmannE_2016,phylum,0.0
1411,density,0.632,control,VogtmannE_2016,phylum,0.632
1412,assortativity,0.476,CRC,VogtmannE_2016,phylum,0.476
1413,transitivity,0.273,CRC,VogtmannE_2016,phylum,0.273
1414,algebraic_connectivity,0.412,CRC,VogtmannE_2016,phylum,0.412
1415,density,-0.406,CRC,VogtmannE_2016,phylum,-0.406
1416,assortativity,0.667,CRC,VogtmannE_2016,phylum,0.667
1417,transitivity,0.25,CRC,VogtmannE_2016,phylum,0.25
1418,algebraic_connectivity,1.0,CRC,VogtmannE_2016,phylum,1.0
1419,density,-0.565,CRC,VogtmannE_2016,phylum,-0.565
1420,assortativity,0.476,control,VogtmannE_2016,phylum,0.476
1421,transitivity,0.333,control,VogtmannE_2016,phylum,0.333
1422,algebraic_connectivity,0.704,control,VogtmannE_2016,phylum,0.704
1423,density,-0.632,control,VogtmannE_2016,phylum,-0.632
1424,assortativity,1.0,CRC,VogtmannE_2016,phylum,1.0
1425,transitivity,0.545,CRC,VogtmannE_2016,phylum,0.545
1426,algebraic_connectivity,1.0,CRC,VogtmannE_2016,phylum,1.0
1427,density,-0.415,CRC,VogtmannE_2016,phylum,-0.415
1428,assortativity,0.667,control,VogtmannE_2016,phylum,0.667
1429,transitivity,0.545,control,VogtmannE_2016,phylum,0.545
1430,algebraic_connectivity,0.0,control,VogtmannE_2016,phylum,0.0
1431,density,-0.289,control,VogtmannE_2016,phylum,-0.289
1432,assortativity,0.357,CRC,VogtmannE_2016,phylum,0.357
1433,transitivity,0.0,CRC,VogtmannE_2016,phylum,0.0
1434,algebraic_connectivity,0.0,CRC,VogtmannE_2016,phylum,0.0
1435,density,-0.483,CRC,VogtmannE_2016,phylum,-0.483
1436,assortativity,0.357,CRC,VogtmannE_2016,phylum,0.357
1437,transitivity,0.176,CRC,VogtmannE_2016,phylum,0.176
1438,algebraic_connectivity,0.507,CRC,VogtmannE_2016,phylum,0.507
1439,density,-0.633,CRC,VogtmannE_2016,phylum,-0.633
1440,assortativity,0.667,control,VogtmannE_2016,phylum,0.667
1441,transitivity,0.545,control,VogtmannE_2016,phylum,0.545
1442,algebraic_connectivity,0.0,control,VogtmannE_2016,phylum,0.0
1443,density,-0.289,control,VogtmannE_2016,phylum,-0.289
1444,assortativity,0.667,CRC,VogtmannE_2016,phylum,0.667
1445,transitivity,0.375,CRC,VogtmannE_2016,phylum,0.375
1446,algebraic_connectivity,0.0,CRC,VogtmannE_2016,phylum,0.0
1447,density,-0.221,CRC,VogtmannE_2016,phylum,-0.221
1448,assortativity,0.476,control,VogtmannE_2016,phylum,0.476
1449,transitivity,0.214,control,VogtmannE_2016,phylum,0.214
1450,algebraic_connectivity,0.596,control,VogtmannE_2016,phylum,0.596
1451,density,-0.628,control,VogtmannE_2016,phylum,-0.628
1452,assortativity,0.476,control,VogtmannE_2016,phylum,0.476
1453,transitivity,0.333,control,VogtmannE_2016,phylum,0.333
1454,algebraic_connectivity,0.704,control,VogtmannE_2016,phylum,0.704
1455,density,-0.632,control,VogtmannE_2016,phylum,-0.632
1456,assortativity,0.667,CRC,VogtmannE_2016,phylum,0.667
1457,transitivity,0.4,CRC,VogtmannE_2016,phylum,0.4
1458,algebraic_connectivity,1.0,CRC,VogtmannE_2016,phylum,1.0
1459,density,-0.589,CRC,VogtmannE_2016,phylum,-0.589
1460,assortativity,0.667,IGT,KarlssonFH_2013,phylum,0.667
1461,transitivity,0.3,IGT,KarlssonFH_2013,phylum,0.3
1462,algebraic_connectivity,0.631,IGT,KarlssonFH_2013,phylum,0.631
1463,density,-0.35,IGT,KarlssonFH_2013,phylum,-0.35
1464,assortativity,0.357,IGT,KarlssonFH_2013,phylum,0.357
1465,transitivity,0.214,IGT,KarlssonFH_2013,phylum,0.214
1466,algebraic_connectivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1467,density,-0.542,IGT,KarlssonFH_2013,phylum,-0.542
1468,assortativity,0.476,IGT,KarlssonFH_2013,phylum,0.476
1469,transitivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1470,algebraic_connectivity,0.466,IGT,KarlssonFH_2013,phylum,0.466
1471,density,-0.462,IGT,KarlssonFH_2013,phylum,-0.462
1472,assortativity,0.476,IGT,KarlssonFH_2013,phylum,0.476
1473,transitivity,0.5,IGT,KarlssonFH_2013,phylum,0.5
1474,algebraic_connectivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1475,density,-0.125,IGT,KarlssonFH_2013,phylum,-0.125
1476,assortativity,0.476,IGT,KarlssonFH_2013,phylum,0.476
1477,transitivity,0.176,IGT,KarlssonFH_2013,phylum,0.176
1478,algebraic_connectivity,1.0,IGT,KarlssonFH_2013,phylum,1.0
1479,density,-0.64,IGT,KarlssonFH_2013,phylum,-0.64
1480,assortativity,0.476,IGT,KarlssonFH_2013,phylum,0.476
1481,transitivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1482,algebraic_connectivity,0.466,IGT,KarlssonFH_2013,phylum,0.466
1483,density,-0.606,IGT,KarlssonFH_2013,phylum,-0.606
1484,assortativity,0.222,IGT,KarlssonFH_2013,phylum,0.222
1485,transitivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1486,algebraic_connectivity,1.0,IGT,KarlssonFH_2013,phylum,1.0
1487,density,-0.9,IGT,KarlssonFH_2013,phylum,-0.9
1488,assortativity,0.476,T2D,KarlssonFH_2013,phylum,0.476
1489,transitivity,0.214,T2D,KarlssonFH_2013,phylum,0.214
1490,algebraic_connectivity,0.596,T2D,KarlssonFH_2013,phylum,0.596
1491,density,-0.566,T2D,KarlssonFH_2013,phylum,-0.566
1492,assortativity,0.357,IGT,KarlssonFH_2013,phylum,0.357
1493,transitivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1494,algebraic_connectivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1495,density,-0.5,IGT,KarlssonFH_2013,phylum,-0.5
1496,assortativity,0.476,IGT,KarlssonFH_2013,phylum,0.476
1497,transitivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1498,algebraic_connectivity,1.0,IGT,KarlssonFH_2013,phylum,1.0
1499,density,-0.651,IGT,KarlssonFH_2013,phylum,-0.651
1500,assortativity,0.476,IGT,KarlssonFH_2013,phylum,0.476
1501,transitivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1502,algebraic_connectivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1503,density,-0.173,IGT,KarlssonFH_2013,phylum,-0.173
1504,assortativity,0.476,T2D,KarlssonFH_2013,phylum,0.476
1505,transitivity,0.176,T2D,KarlssonFH_2013,phylum,0.176
1506,algebraic_connectivity,1.0,T2D,KarlssonFH_2013,phylum,1.0
1507,density,-0.64,T2D,KarlssonFH_2013,phylum,-0.64
1508,assortativity,0.476,IGT,KarlssonFH_2013,phylum,0.476
1509,transitivity,0.214,IGT,KarlssonFH_2013,phylum,0.214
1510,algebraic_connectivity,0.596,IGT,KarlssonFH_2013,phylum,0.596
1511,density,-0.575,IGT,KarlssonFH_2013,phylum,-0.575
1512,assortativity,0.667,IGT,KarlssonFH_2013,phylum,0.667
1513,transitivity,0.25,IGT,KarlssonFH_2013,phylum,0.25
1514,algebraic_connectivity,1.0,IGT,KarlssonFH_2013,phylum,1.0
1515,density,-0.565,IGT,KarlssonFH_2013,phylum,-0.565
1516,assortativity,0.476,control,KarlssonFH_2013,phylum,0.476
1517,transitivity,0.333,control,KarlssonFH_2013,phylum,0.333
1518,algebraic_connectivity,0.0,control,KarlssonFH_2013,phylum,0.0
1519,density,-0.335,control,KarlssonFH_2013,phylum,-0.335
1520,assortativity,0.667,IGT,KarlssonFH_2013,phylum,0.667
1521,transitivity,0.3,IGT,KarlssonFH_2013,phylum,0.3
1522,algebraic_connectivity,0.631,IGT,KarlssonFH_2013,phylum,0.631
1523,density,-0.341,IGT,KarlssonFH_2013,phylum,-0.341
1524,assortativity,0.476,T2D,KarlssonFH_2013,phylum,0.476
1525,transitivity,0.176,T2D,KarlssonFH_2013,phylum,0.176
1526,algebraic_connectivity,1.0,T2D,KarlssonFH_2013,phylum,1.0
1527,density,-0.715,T2D,KarlssonFH_2013,phylum,-0.715
1528,assortativity,0.476,IGT,KarlssonFH_2013,phylum,0.476
1529,transitivity,0.176,IGT,KarlssonFH_2013,phylum,0.176
1530,algebraic_connectivity,1.0,IGT,KarlssonFH_2013,phylum,1.0
1531,density,-0.715,IGT,KarlssonFH_2013,phylum,-0.715
1532,assortativity,0.476,T2D,KarlssonFH_2013,phylum,0.476
1533,transitivity,0.25,T2D,KarlssonFH_2013,phylum,0.25
1534,algebraic_connectivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1535,density,-0.538,T2D,KarlssonFH_2013,phylum,-0.538
1536,assortativity,0.476,T2D,KarlssonFH_2013,phylum,0.476
1537,transitivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1538,algebraic_connectivity,0.466,T2D,KarlssonFH_2013,phylum,0.466
1539,density,-0.462,T2D,KarlssonFH_2013,phylum,-0.462
1540,assortativity,0.357,control,KarlssonFH_2013,phylum,0.357
1541,transitivity,0.0,control,KarlssonFH_2013,phylum,0.0
1542,algebraic_connectivity,0.382,control,KarlssonFH_2013,phylum,0.382
1543,density,-0.52,control,KarlssonFH_2013,phylum,-0.52
1544,assortativity,0.476,IGT,KarlssonFH_2013,phylum,0.476
1545,transitivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1546,algebraic_connectivity,1.0,IGT,KarlssonFH_2013,phylum,1.0
1547,density,-0.651,IGT,KarlssonFH_2013,phylum,-0.651
1548,assortativity,0.357,T2D,KarlssonFH_2013,phylum,0.357
1549,transitivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1550,algebraic_connectivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1551,density,-0.483,T2D,KarlssonFH_2013,phylum,-0.483
1552,assortativity,0.357,IGT,KarlssonFH_2013,phylum,0.357
1553,transitivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1554,algebraic_connectivity,1.0,IGT,KarlssonFH_2013,phylum,1.0
1555,density,-0.757,IGT,KarlssonFH_2013,phylum,-0.757
1556,assortativity,0.476,IGT,KarlssonFH_2013,phylum,0.476
1557,transitivity,0.176,IGT,KarlssonFH_2013,phylum,0.176
1558,algebraic_connectivity,1.0,IGT,KarlssonFH_2013,phylum,1.0
1559,density,-0.715,IGT,KarlssonFH_2013,phylum,-0.715
1560,assortativity,0.278,IGT,KarlssonFH_2013,phylum,0.278
1561,transitivity,0.333,IGT,KarlssonFH_2013,phylum,0.333
1562,algebraic_connectivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1563,density,0.146,IGT,KarlssonFH_2013,phylum,0.146
1564,assortativity,0.476,T2D,KarlssonFH_2013,phylum,0.476
1565,transitivity,0.176,T2D,KarlssonFH_2013,phylum,0.176
1566,algebraic_connectivity,1.0,T2D,KarlssonFH_2013,phylum,1.0
1567,density,-0.64,T2D,KarlssonFH_2013,phylum,-0.64
1568,assortativity,0.476,IGT,KarlssonFH_2013,phylum,0.476
1569,transitivity,0.3,IGT,KarlssonFH_2013,phylum,0.3
1570,algebraic_connectivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1571,density,-0.357,IGT,KarlssonFH_2013,phylum,-0.357
1572,assortativity,0.357,T2D,KarlssonFH_2013,phylum,0.357
1573,transitivity,0.13,T2D,KarlssonFH_2013,phylum,0.13
1574,algebraic_connectivity,1.0,T2D,KarlssonFH_2013,phylum,1.0
1575,density,-0.653,T2D,KarlssonFH_2013,phylum,-0.653
1576,assortativity,0.357,T2D,KarlssonFH_2013,phylum,0.357
1577,transitivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1578,algebraic_connectivity,0.452,T2D,KarlssonFH_2013,phylum,0.452
1579,density,-0.62,T2D,KarlssonFH_2013,phylum,-0.62
1580,assortativity,0.667,control,KarlssonFH_2013,phylum,0.667
1581,transitivity,0.0,control,KarlssonFH_2013,phylum,0.0
1582,algebraic_connectivity,0.486,control,KarlssonFH_2013,phylum,0.486
1583,density,-0.374,control,KarlssonFH_2013,phylum,-0.374
1584,assortativity,0.357,IGT,KarlssonFH_2013,phylum,0.357
1585,transitivity,0.158,IGT,KarlssonFH_2013,phylum,0.158
1586,algebraic_connectivity,0.574,IGT,KarlssonFH_2013,phylum,0.574
1587,density,-0.667,IGT,KarlssonFH_2013,phylum,-0.667
1588,assortativity,0.357,T2D,KarlssonFH_2013,phylum,0.357
1589,transitivity,0.13,T2D,KarlssonFH_2013,phylum,0.13
1590,algebraic_connectivity,1.0,T2D,KarlssonFH_2013,phylum,1.0
1591,density,-0.742,T2D,KarlssonFH_2013,phylum,-0.742
1592,assortativity,0.476,T2D,KarlssonFH_2013,phylum,0.476
1593,transitivity,0.214,T2D,KarlssonFH_2013,phylum,0.214
1594,algebraic_connectivity,0.596,T2D,KarlssonFH_2013,phylum,0.596
1595,density,-0.542,T2D,KarlssonFH_2013,phylum,-0.542
1596,assortativity,0.357,T2D,KarlssonFH_2013,phylum,0.357
1597,transitivity,0.214,T2D,KarlssonFH_2013,phylum,0.214
1598,algebraic_connectivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1599,density,-0.542,T2D,KarlssonFH_2013,phylum,-0.542
1600,assortativity,0.476,IGT,KarlssonFH_2013,phylum,0.476
1601,transitivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1602,algebraic_connectivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1603,density,-0.487,IGT,KarlssonFH_2013,phylum,-0.487
1604,assortativity,0.476,T2D,KarlssonFH_2013,phylum,0.476
1605,transitivity,0.214,T2D,KarlssonFH_2013,phylum,0.214
1606,algebraic_connectivity,0.596,T2D,KarlssonFH_2013,phylum,0.596
1607,density,-0.566,T2D,KarlssonFH_2013,phylum,-0.566
1608,assortativity,0.667,control,KarlssonFH_2013,phylum,0.667
1609,transitivity,0.429,control,KarlssonFH_2013,phylum,0.429
1610,algebraic_connectivity,0.764,control,KarlssonFH_2013,phylum,0.764
1611,density,-0.528,control,KarlssonFH_2013,phylum,-0.528
1612,assortativity,0.476,control,KarlssonFH_2013,phylum,0.476
1613,transitivity,0.176,control,KarlssonFH_2013,phylum,0.176
1614,algebraic_connectivity,1.0,control,KarlssonFH_2013,phylum,1.0
1615,density,-0.64,control,KarlssonFH_2013,phylum,-0.64
1616,assortativity,0.476,IGT,KarlssonFH_2013,phylum,0.476
1617,transitivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1618,algebraic_connectivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1619,density,-0.483,IGT,KarlssonFH_2013,phylum,-0.483
1620,assortativity,0.476,T2D,KarlssonFH_2013,phylum,0.476
1621,transitivity,0.25,T2D,KarlssonFH_2013,phylum,0.25
1622,algebraic_connectivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1623,density,-0.482,T2D,KarlssonFH_2013,phylum,-0.482
1624,assortativity,0.357,T2D,KarlssonFH_2013,phylum,0.357
1625,transitivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1626,algebraic_connectivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
