,Property,Value,Group,Cohort,Level,Origin
1627,density,-0.506,T2D,KarlssonFH_2013,phylum,-0.506
1628,assortativity,0.357,control,KarlssonFH_2013,phylum,0.357
1629,transitivity,0.0,control,KarlssonFH_2013,phylum,0.0
1630,algebraic_connectivity,0.0,control,KarlssonFH_2013,phylum,0.0
1631,density,-0.643,control,KarlssonFH_2013,phylum,-0.643
1632,assortativity,0.667,T2D,KarlssonFH_2013,phylum,0.667
1633,transitivity,0.333,T2D,KarlssonFH_2013,phylum,0.333
1634,algebraic_connectivity,0.486,T2D,KarlssonFH_2013,phylum,0.486
1635,density,-0.243,T2D,KarlssonFH_2013,phylum,-0.243
1636,assortativity,0.357,IGT,KarlssonFH_2013,phylum,0.357
1637,transitivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1638,algebraic_connectivity,1.0,IGT,KarlssonFH_2013,phylum,1.0
1639,density,-0.757,IGT,KarlssonFH_2013,phylum,-0.757
1640,assortativity,0.476,T2D,KarlssonFH_2013,phylum,0.476
1641,transitivity,0.3,T2D,KarlssonFH_2013,phylum,0.3
1642,algebraic_connectivity,1.0,T2D,KarlssonFH_2013,phylum,1.0
1643,density,-0.592,T2D,KarlssonFH_2013,phylum,-0.592
1644,assortativity,0.476,T2D,KarlssonFH_2013,phylum,0.476
1645,transitivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1646,algebraic_connectivity,0.466,T2D,KarlssonFH_2013,phylum,0.466
1647,density,-0.462,T2D,KarlssonFH_2013,phylum,-0.462
1648,assortativity,0.476,T2D,KarlssonFH_2013,phylum,0.476
1649,transitivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1650,algebraic_connectivity,0.514,T2D,KarlssonFH_2013,phylum,0.514
1651,density,-0.629,T2D,KarlssonFH_2013,phylum,-0.629
1652,assortativity,0.476,T2D,KarlssonFH_2013,phylum,0.476
1653,transitivity,0.6,T2D,KarlssonFH_2013,phylum,0.6
1654,algebraic_connectivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1655,density,0.276,T2D,KarlssonFH_2013,phylum,0.276
1656,assortativity,0.476,IGT,KarlssonFH_2013,phylum,0.476
1657,transitivity,0.176,IGT,KarlssonFH_2013,phylum,0.176
1658,algebraic_connectivity,1.0,IGT,KarlssonFH_2013,phylum,1.0
1659,density,-0.64,IGT,KarlssonFH_2013,phylum,-0.64
1660,assortativity,0.357,IGT,KarlssonFH_2013,phylum,0.357
1661,transitivity,0.3,IGT,KarlssonFH_2013,phylum,0.3
1662,algebraic_connectivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1663,density,-0.031,IGT,KarlssonFH_2013,phylum,-0.031
1664,assortativity,0.357,T2D,KarlssonFH_2013,phylum,0.357
1665,transitivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1666,algebraic_connectivity,0.452,T2D,KarlssonFH_2013,phylum,0.452
1667,density,-0.62,T2D,KarlssonFH_2013,phylum,-0.62
1668,assortativity,0.667,T2D,KarlssonFH_2013,phylum,0.667
1669,transitivity,0.75,T2D,KarlssonFH_2013,phylum,0.75
1670,algebraic_connectivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1671,density,0.167,T2D,KarlssonFH_2013,phylum,0.167
1672,assortativity,0.357,IGT,KarlssonFH_2013,phylum,0.357
1673,transitivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1674,algebraic_connectivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1675,density,-0.643,IGT,KarlssonFH_2013,phylum,-0.643
1676,assortativity,0.667,T2D,KarlssonFH_2013,phylum,0.667
1677,transitivity,0.545,T2D,KarlssonFH_2013,phylum,0.545
1678,algebraic_connectivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1679,density,-0.289,T2D,KarlssonFH_2013,phylum,-0.289
1680,assortativity,0.357,T2D,KarlssonFH_2013,phylum,0.357
1681,transitivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1682,algebraic_connectivity,1.0,T2D,KarlssonFH_2013,phylum,1.0
1683,density,-0.757,T2D,KarlssonFH_2013,phylum,-0.757
1684,assortativity,0.357,T2D,KarlssonFH_2013,phylum,0.357
1685,transitivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1686,algebraic_connectivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1687,density,-0.483,T2D,KarlssonFH_2013,phylum,-0.483
1688,assortativity,0.357,T2D,KarlssonFH_2013,phylum,0.357
1689,transitivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1690,algebraic_connectivity,1.0,T2D,KarlssonFH_2013,phylum,1.0
1691,density,-0.757,T2D,KarlssonFH_2013,phylum,-0.757
1692,assortativity,0.476,T2D,KarlssonFH_2013,phylum,0.476
1693,transitivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1694,algebraic_connectivity,1.0,T2D,KarlssonFH_2013,phylum,1.0
1695,density,-0.651,T2D,KarlssonFH_2013,phylum,-0.651
1696,assortativity,0.357,control,KarlssonFH_2013,phylum,0.357
1697,transitivity,0.0,control,KarlssonFH_2013,phylum,0.0
1698,algebraic_connectivity,0.0,control,KarlssonFH_2013,phylum,0.0
1699,density,-0.414,control,KarlssonFH_2013,phylum,-0.414
1700,assortativity,0.476,T2D,KarlssonFH_2013,phylum,0.476
1701,transitivity,0.231,T2D,KarlssonFH_2013,phylum,0.231
1702,algebraic_connectivity,0.466,T2D,KarlssonFH_2013,phylum,0.466
1703,density,-0.408,T2D,KarlssonFH_2013,phylum,-0.408
1704,assortativity,0.357,IGT,KarlssonFH_2013,phylum,0.357
1705,transitivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1706,algebraic_connectivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1707,density,-0.105,IGT,KarlssonFH_2013,phylum,-0.105
1708,assortativity,0.357,T2D,KarlssonFH_2013,phylum,0.357
1709,transitivity,0.6,T2D,KarlssonFH_2013,phylum,0.6
1710,algebraic_connectivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1711,density,0.385,T2D,KarlssonFH_2013,phylum,0.385
1712,assortativity,0.476,IGT,KarlssonFH_2013,phylum,0.476
1713,transitivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1714,algebraic_connectivity,0.466,IGT,KarlssonFH_2013,phylum,0.466
1715,density,-0.462,IGT,KarlssonFH_2013,phylum,-0.462
1716,assortativity,0.278,T2D,KarlssonFH_2013,phylum,0.278
1717,transitivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1718,algebraic_connectivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1719,density,-0.663,T2D,KarlssonFH_2013,phylum,-0.663
1720,assortativity,0.357,T2D,KarlssonFH_2013,phylum,0.357
1721,transitivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1722,algebraic_connectivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1723,density,-0.483,T2D,KarlssonFH_2013,phylum,-0.483
1724,assortativity,0.357,IGT,KarlssonFH_2013,phylum,0.357
1725,transitivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1726,algebraic_connectivity,0.452,IGT,KarlssonFH_2013,phylum,0.452
1727,density,-0.62,IGT,KarlssonFH_2013,phylum,-0.62
1728,assortativity,0.667,T2D,KarlssonFH_2013,phylum,0.667
1729,transitivity,0.4,T2D,KarlssonFH_2013,phylum,0.4
1730,algebraic_connectivity,1.0,T2D,KarlssonFH_2013,phylum,1.0
1731,density,-0.589,T2D,KarlssonFH_2013,phylum,-0.589
1732,assortativity,0.357,T2D,KarlssonFH_2013,phylum,0.357
1733,transitivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1734,algebraic_connectivity,1.0,T2D,KarlssonFH_2013,phylum,1.0
1735,density,-0.757,T2D,KarlssonFH_2013,phylum,-0.757
1736,assortativity,0.357,T2D,KarlssonFH_2013,phylum,0.357
1737,transitivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1738,algebraic_connectivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1739,density,-0.343,T2D,KarlssonFH_2013,phylum,-0.343
1740,assortativity,0.667,control,KarlssonFH_2013,phylum,0.667
1741,transitivity,0.429,control,KarlssonFH_2013,phylum,0.429
1742,algebraic_connectivity,0.0,control,KarlssonFH_2013,phylum,0.0
1743,density,0.041,control,KarlssonFH_2013,phylum,0.041
1744,assortativity,0.667,control,KarlssonFH_2013,phylum,0.667
1745,transitivity,0.3,control,KarlssonFH_2013,phylum,0.3
1746,algebraic_connectivity,0.631,control,KarlssonFH_2013,phylum,0.631
1747,density,-0.437,control,KarlssonFH_2013,phylum,-0.437
1748,assortativity,0.667,T2D,KarlssonFH_2013,phylum,0.667
1749,transitivity,0.545,T2D,KarlssonFH_2013,phylum,0.545
1750,algebraic_connectivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1751,density,-0.311,T2D,KarlssonFH_2013,phylum,-0.311
1752,assortativity,0.357,T2D,KarlssonFH_2013,phylum,0.357
1753,transitivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1754,algebraic_connectivity,1.0,T2D,KarlssonFH_2013,phylum,1.0
1755,density,-0.757,T2D,KarlssonFH_2013,phylum,-0.757
1756,assortativity,0.278,T2D,KarlssonFH_2013,phylum,0.278
1757,transitivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1758,algebraic_connectivity,0.443,T2D,KarlssonFH_2013,phylum,0.443
1759,density,-0.625,T2D,KarlssonFH_2013,phylum,-0.625
1760,assortativity,0.357,control,KarlssonFH_2013,phylum,0.357
1761,transitivity,0.0,control,KarlssonFH_2013,phylum,0.0
1762,algebraic_connectivity,0.0,control,KarlssonFH_2013,phylum,0.0
1763,density,-0.643,control,KarlssonFH_2013,phylum,-0.643
1764,assortativity,0.476,T2D,KarlssonFH_2013,phylum,0.476
1765,transitivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1766,algebraic_connectivity,1.0,T2D,KarlssonFH_2013,phylum,1.0
1767,density,-0.651,T2D,KarlssonFH_2013,phylum,-0.651
1768,assortativity,0.357,IGT,KarlssonFH_2013,phylum,0.357
1769,transitivity,0.13,IGT,KarlssonFH_2013,phylum,0.13
1770,algebraic_connectivity,1.0,IGT,KarlssonFH_2013,phylum,1.0
1771,density,-0.653,IGT,KarlssonFH_2013,phylum,-0.653
1772,assortativity,0.278,T2D,KarlssonFH_2013,phylum,0.278
1773,transitivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1774,algebraic_connectivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1775,density,-0.381,T2D,KarlssonFH_2013,phylum,-0.381
1776,assortativity,0.476,control,KarlssonFH_2013,phylum,0.476
1777,transitivity,0.0,control,KarlssonFH_2013,phylum,0.0
1778,algebraic_connectivity,1.0,control,KarlssonFH_2013,phylum,1.0
1779,density,-0.651,control,KarlssonFH_2013,phylum,-0.651
1780,assortativity,1.0,control,KarlssonFH_2013,phylum,1.0
1781,transitivity,0.643,control,KarlssonFH_2013,phylum,0.643
1782,algebraic_connectivity,1.586,control,KarlssonFH_2013,phylum,1.586
1783,density,-0.364,control,KarlssonFH_2013,phylum,-0.364
1784,assortativity,0.476,control,KarlssonFH_2013,phylum,0.476
1785,transitivity,0.0,control,KarlssonFH_2013,phylum,0.0
1786,algebraic_connectivity,1.0,control,KarlssonFH_2013,phylum,1.0
1787,density,-0.651,control,KarlssonFH_2013,phylum,-0.651
1788,assortativity,0.667,control,KarlssonFH_2013,phylum,0.667
1789,transitivity,0.25,control,KarlssonFH_2013,phylum,0.25
1790,algebraic_connectivity,1.0,control,KarlssonFH_2013,phylum,1.0
1791,density,-0.474,control,KarlssonFH_2013,phylum,-0.474
1792,assortativity,0.476,IGT,KarlssonFH_2013,phylum,0.476
1793,transitivity,0.3,IGT,KarlssonFH_2013,phylum,0.3
1794,algebraic_connectivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1795,density,-0.357,IGT,KarlssonFH_2013,phylum,-0.357
1796,assortativity,0.357,IGT,KarlssonFH_2013,phylum,0.357
1797,transitivity,0.176,IGT,KarlssonFH_2013,phylum,0.176
1798,algebraic_connectivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1799,density,-0.635,IGT,KarlssonFH_2013,phylum,-0.635
1800,assortativity,0.476,IGT,KarlssonFH_2013,phylum,0.476
1801,transitivity,0.273,IGT,KarlssonFH_2013,phylum,0.273
1802,algebraic_connectivity,0.412,IGT,KarlssonFH_2013,phylum,0.412
1803,density,-0.086,IGT,KarlssonFH_2013,phylum,-0.086
1804,assortativity,0.667,control,KarlssonFH_2013,phylum,0.667
1805,transitivity,0.25,control,KarlssonFH_2013,phylum,0.25
1806,algebraic_connectivity,1.0,control,KarlssonFH_2013,phylum,1.0
1807,density,-0.565,control,KarlssonFH_2013,phylum,-0.565
1808,assortativity,0.476,control,KarlssonFH_2013,phylum,0.476
1809,transitivity,0.214,control,KarlssonFH_2013,phylum,0.214
1810,algebraic_connectivity,0.596,control,KarlssonFH_2013,phylum,0.596
1811,density,-0.542,control,KarlssonFH_2013,phylum,-0.542
1812,assortativity,0.476,control,KarlssonFH_2013,phylum,0.476
1813,transitivity,0.3,control,KarlssonFH_2013,phylum,0.3
1814,algebraic_connectivity,0.0,control,KarlssonFH_2013,phylum,0.0
1815,density,-0.12,control,KarlssonFH_2013,phylum,-0.12
1816,assortativity,0.667,control,KarlssonFH_2013,phylum,0.667
1817,transitivity,0.3,control,KarlssonFH_2013,phylum,0.3
1818,algebraic_connectivity,0.631,control,KarlssonFH_2013,phylum,0.631
1819,density,0.0,control,KarlssonFH_2013,phylum,0.0
1820,assortativity,0.476,control,KarlssonFH_2013,phylum,0.476
1821,transitivity,0.214,control,KarlssonFH_2013,phylum,0.214
1822,algebraic_connectivity,0.593,control,KarlssonFH_2013,phylum,0.593
1823,density,-0.256,control,KarlssonFH_2013,phylum,-0.256
1824,assortativity,0.476,IGT,KarlssonFH_2013,phylum,0.476
1825,transitivity,0.333,IGT,KarlssonFH_2013,phylum,0.333
1826,algebraic_connectivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1827,density,-0.005,IGT,KarlssonFH_2013,phylum,-0.005
1828,assortativity,0.667,T2D,KarlssonFH_2013,phylum,0.667
1829,transitivity,0.429,T2D,KarlssonFH_2013,phylum,0.429
1830,algebraic_connectivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1831,density,0.041,T2D,KarlssonFH_2013,phylum,0.041
1832,assortativity,1.0,control,KarlssonFH_2013,phylum,1.0
1833,transitivity,0.545,control,KarlssonFH_2013,phylum,0.545
1834,algebraic_connectivity,1.0,control,KarlssonFH_2013,phylum,1.0
1835,density,-0.333,control,KarlssonFH_2013,phylum,-0.333
1836,assortativity,0.476,IGT,KarlssonFH_2013,phylum,0.476
1837,transitivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1838,algebraic_connectivity,1.0,IGT,KarlssonFH_2013,phylum,1.0
1839,density,-0.651,IGT,KarlssonFH_2013,phylum,-0.651
1840,assortativity,0.476,IGT,KarlssonFH_2013,phylum,0.476
1841,transitivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1842,algebraic_connectivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1843,density,-0.483,IGT,KarlssonFH_2013,phylum,-0.483
1844,assortativity,0.476,control,KarlssonFH_2013,phylum,0.476
1845,transitivity,0.214,control,KarlssonFH_2013,phylum,0.214
1846,algebraic_connectivity,0.596,control,KarlssonFH_2013,phylum,0.596
1847,density,-0.542,control,KarlssonFH_2013,phylum,-0.542
1848,assortativity,0.357,T2D,KarlssonFH_2013,phylum,0.357
1849,transitivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1850,algebraic_connectivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1851,density,-0.643,T2D,KarlssonFH_2013,phylum,-0.643
1852,assortativity,0.476,IGT,KarlssonFH_2013,phylum,0.476
1853,transitivity,0.429,IGT,KarlssonFH_2013,phylum,0.429
1854,algebraic_connectivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1855,density,-0.479,IGT,KarlssonFH_2013,phylum,-0.479
1856,assortativity,0.278,IGT,KarlssonFH_2013,phylum,0.278
1857,transitivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1858,algebraic_connectivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1859,density,-0.647,IGT,KarlssonFH_2013,phylum,-0.647
1860,assortativity,0.357,T2D,KarlssonFH_2013,phylum,0.357
1861,transitivity,0.25,T2D,KarlssonFH_2013,phylum,0.25
1862,algebraic_connectivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1863,density,-0.26,T2D,KarlssonFH_2013,phylum,-0.26
1864,assortativity,0.278,T2D,KarlssonFH_2013,phylum,0.278
1865,transitivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1866,algebraic_connectivity,0.357,T2D,KarlssonFH_2013,phylum,0.357
1867,density,-0.66,T2D,KarlssonFH_2013,phylum,-0.66
1868,assortativity,0.476,T2D,KarlssonFH_2013,phylum,0.476
1869,transitivity,0.25,T2D,KarlssonFH_2013,phylum,0.25
1870,algebraic_connectivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1871,density,-0.482,T2D,KarlssonFH_2013,phylum,-0.482
1872,assortativity,0.667,control,KarlssonFH_2013,phylum,0.667
1873,transitivity,0.545,control,KarlssonFH_2013,phylum,0.545
1874,algebraic_connectivity,0.0,control,KarlssonFH_2013,phylum,0.0
1875,density,0.059,control,KarlssonFH_2013,phylum,0.059
1876,assortativity,0.357,control,KarlssonFH_2013,phylum,0.357
1877,transitivity,0.0,control,KarlssonFH_2013,phylum,0.0
1878,algebraic_connectivity,0.452,control,KarlssonFH_2013,phylum,0.452
1879,density,-0.62,control,KarlssonFH_2013,phylum,-0.62
1880,assortativity,0.357,control,KarlssonFH_2013,phylum,0.357
1881,transitivity,0.0,control,KarlssonFH_2013,phylum,0.0
1882,algebraic_connectivity,0.0,control,KarlssonFH_2013,phylum,0.0
1883,density,-0.243,control,KarlssonFH_2013,phylum,-0.243
1884,assortativity,0.357,IGT,KarlssonFH_2013,phylum,0.357
1885,transitivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1886,algebraic_connectivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1887,density,-0.105,IGT,KarlssonFH_2013,phylum,-0.105
1888,assortativity,0.357,control,KarlssonFH_2013,phylum,0.357
1889,transitivity,0.0,control,KarlssonFH_2013,phylum,0.0
1890,algebraic_connectivity,0.0,control,KarlssonFH_2013,phylum,0.0
1891,density,-0.547,control,KarlssonFH_2013,phylum,-0.547
1892,assortativity,0.476,IGT,KarlssonFH_2013,phylum,0.476
1893,transitivity,0.231,IGT,KarlssonFH_2013,phylum,0.231
1894,algebraic_connectivity,0.466,IGT,KarlssonFH_2013,phylum,0.466
1895,density,-0.462,IGT,KarlssonFH_2013,phylum,-0.462
1896,assortativity,0.476,IGT,KarlssonFH_2013,phylum,0.476
1897,transitivity,0.429,IGT,KarlssonFH_2013,phylum,0.429
1898,algebraic_connectivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1899,density,-0.008,IGT,KarlssonFH_2013,phylum,-0.008
1900,assortativity,0.357,IGT,KarlssonFH_2013,phylum,0.357
1901,transitivity,0.167,IGT,KarlssonFH_2013,phylum,0.167
1902,algebraic_connectivity,0.452,IGT,KarlssonFH_2013,phylum,0.452
1903,density,-0.496,IGT,KarlssonFH_2013,phylum,-0.496
1904,assortativity,0.476,control,KarlssonFH_2013,phylum,0.476
1905,transitivity,0.231,control,KarlssonFH_2013,phylum,0.231
1906,algebraic_connectivity,0.551,control,KarlssonFH_2013,phylum,0.551
1907,density,-0.536,control,KarlssonFH_2013,phylum,-0.536
1908,assortativity,0.476,control,KarlssonFH_2013,phylum,0.476
1909,transitivity,0.25,control,KarlssonFH_2013,phylum,0.25
1910,algebraic_connectivity,0.0,control,KarlssonFH_2013,phylum,0.0
1911,density,-0.538,control,KarlssonFH_2013,phylum,-0.538
1912,assortativity,0.476,control,KarlssonFH_2013,phylum,0.476
1913,transitivity,0.214,control,KarlssonFH_2013,phylum,0.214
1914,algebraic_connectivity,0.596,control,KarlssonFH_2013,phylum,0.596
1915,density,-0.387,control,KarlssonFH_2013,phylum,-0.387
1916,assortativity,0.667,control,KarlssonFH_2013,phylum,0.667
1917,transitivity,0.545,control,KarlssonFH_2013,phylum,0.545
1918,algebraic_connectivity,0.0,control,KarlssonFH_2013,phylum,0.0
1919,density,-0.311,control,KarlssonFH_2013,phylum,-0.311
1920,assortativity,0.278,IGT,KarlssonFH_2013,phylum,0.278
1921,transitivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1922,algebraic_connectivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1923,density,-0.512,IGT,KarlssonFH_2013,phylum,-0.512
1924,assortativity,0.357,control,KarlssonFH_2013,phylum,0.357
1925,transitivity,0.13,control,KarlssonFH_2013,phylum,0.13
1926,algebraic_connectivity,1.0,control,KarlssonFH_2013,phylum,1.0
1927,density,-0.742,control,KarlssonFH_2013,phylum,-0.742
1928,assortativity,0.357,control,KarlssonFH_2013,phylum,0.357
1929,transitivity,0.0,control,KarlssonFH_2013,phylum,0.0
1930,algebraic_connectivity,0.0,control,KarlssonFH_2013,phylum,0.0
1931,density,-0.25,control,KarlssonFH_2013,phylum,-0.25
1932,assortativity,0.357,IGT,KarlssonFH_2013,phylum,0.357
1933,transitivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1934,algebraic_connectivity,1.0,IGT,KarlssonFH_2013,phylum,1.0
1935,density,-0.757,IGT,KarlssonFH_2013,phylum,-0.757
1936,assortativity,0.476,control,KarlssonFH_2013,phylum,0.476
1937,transitivity,0.0,control,KarlssonFH_2013,phylum,0.0
1938,algebraic_connectivity,0.225,control,KarlssonFH_2013,phylum,0.225
1939,density,-0.427,control,KarlssonFH_2013,phylum,-0.427
1940,assortativity,0.476,control,KarlssonFH_2013,phylum,0.476
1941,transitivity,0.231,control,KarlssonFH_2013,phylum,0.231
1942,algebraic_connectivity,0.466,control,KarlssonFH_2013,phylum,0.466
1943,density,-0.462,control,KarlssonFH_2013,phylum,-0.462
1944,assortativity,0.476,control,KarlssonFH_2013,phylum,0.476
1945,transitivity,0.0,control,KarlssonFH_2013,phylum,0.0
1946,algebraic_connectivity,0.0,control,KarlssonFH_2013,phylum,0.0
1947,density,-0.483,control,KarlssonFH_2013,phylum,-0.483
1948,assortativity,0.476,T2D,KarlssonFH_2013,phylum,0.476
1949,transitivity,0.3,T2D,KarlssonFH_2013,phylum,0.3
1950,algebraic_connectivity,1.0,T2D,KarlssonFH_2013,phylum,1.0
1951,density,-0.679,T2D,KarlssonFH_2013,phylum,-0.679
1952,assortativity,0.357,IGT,KarlssonFH_2013,phylum,0.357
1953,transitivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1954,algebraic_connectivity,0.0,IGT,KarlssonFH_2013,phylum,0.0
1955,density,-0.506,IGT,KarlssonFH_2013,phylum,-0.506
1956,assortativity,0.476,control,KarlssonFH_2013,phylum,0.476
1957,transitivity,0.3,control,KarlssonFH_2013,phylum,0.3
1958,algebraic_connectivity,0.0,control,KarlssonFH_2013,phylum,0.0
1959,density,-0.323,control,KarlssonFH_2013,phylum,-0.323
1960,assortativity,0.357,control,KarlssonFH_2013,phylum,0.357
1961,transitivity,0.158,control,KarlssonFH_2013,phylum,0.158
1962,algebraic_connectivity,0.574,control,KarlssonFH_2013,phylum,0.574
1963,density,-0.667,control,KarlssonFH_2013,phylum,-0.667
1964,assortativity,0.476,control,KarlssonFH_2013,phylum,0.476
1965,transitivity,0.231,control,KarlssonFH_2013,phylum,0.231
1966,algebraic_connectivity,0.466,control,KarlssonFH_2013,phylum,0.466
1967,density,-0.462,control,KarlssonFH_2013,phylum,-0.462
1968,assortativity,0.357,control,KarlssonFH_2013,phylum,0.357
1969,transitivity,0.0,control,KarlssonFH_2013,phylum,0.0
1970,algebraic_connectivity,0.0,control,KarlssonFH_2013,phylum,0.0
1971,density,-0.643,control,KarlssonFH_2013,phylum,-0.643
1972,assortativity,0.357,control,KarlssonFH_2013,phylum,0.357
1973,transitivity,0.0,control,KarlssonFH_2013,phylum,0.0
1974,algebraic_connectivity,1.0,control,KarlssonFH_2013,phylum,1.0
1975,density,-0.757,control,KarlssonFH_2013,phylum,-0.757
1976,assortativity,0.357,control,KarlssonFH_2013,phylum,0.357
1977,transitivity,0.25,control,KarlssonFH_2013,phylum,0.25
1978,algebraic_connectivity,0.319,control,KarlssonFH_2013,phylum,0.319
1979,density,0.04,control,KarlssonFH_2013,phylum,0.04
1980,assortativity,0.667,IGT,KarlssonFH_2013,phylum,0.667
1981,transitivity,0.429,IGT,KarlssonFH_2013,phylum,0.429
1982,algebraic_connectivity,1.0,IGT,KarlssonFH_2013,phylum,1.0
1983,density,-0.366,IGT,KarlssonFH_2013,phylum,-0.366
1984,assortativity,0.476,T2D,KarlssonFH_2013,phylum,0.476
1985,transitivity,0.333,T2D,KarlssonFH_2013,phylum,0.333
1986,algebraic_connectivity,0.0,T2D,KarlssonFH_2013,phylum,0.0
1987,density,-0.092,T2D,KarlssonFH_2013,phylum,-0.092
1988,assortativity,0.476,T2D,KarlssonFH_2013,phylum,0.476
1989,transitivity,0.231,T2D,KarlssonFH_2013,phylum,0.231
