,Microhomology,Group
16700,8,HGT_Junction
16701,1,Expected
16702,1,HGT_Junction
16703,1,Expected
16704,4,HGT_Junction
16705,0,Expected
16706,1,HGT_Junction
16707,3,Expected
16708,0,HGT_Junction
16709,3,Expected
16710,0,HGT_Junction
16711,4,Expected
16712,1,HGT_Junction
16713,1,Expected
16714,1,HGT_Junction
16715,1,Expected
16716,4,HGT_Junction
16717,0,Expected
16718,0,HGT_Junction
16719,1,Expected
16720,0,HGT_Junction
16721,1,Expected
16722,0,HGT_Junction
16723,10,Expected
16724,1,HGT_Junction
16725,1,Expected
16726,0,HGT_Junction
16727,0,Expected
16728,0,HGT_Junction
16729,1,Expected
16730,1,HGT_Junction
16731,4,Expected
16732,1,HGT_Junction
16733,3,Expected
16734,0,HGT_Junction
16735,9,Expected
16736,0,HGT_Junction
16737,0,Expected
16738,1,HGT_Junction
16739,0,Expected
16740,1,HGT_Junction
16741,0,Expected
16742,8,HGT_Junction
16743,8,Expected
16744,1,HGT_Junction
16745,0,Expected
16746,13,HGT_Junction
16747,0,Expected
16748,0,HGT_Junction
16749,0,Expected
16750,15,HGT_Junction
16751,2,Expected
16752,1,HGT_Junction
16753,1,Expected
16754,0,HGT_Junction
16755,2,Expected
16756,1,HGT_Junction
16757,1,Expected
16758,0,HGT_Junction
16759,1,Expected
16760,1,HGT_Junction
16761,0,Expected
16762,1,HGT_Junction
16763,1,Expected
16764,1,HGT_Junction
16765,0,Expected
16766,2,HGT_Junction
16767,1,Expected
16768,1,HGT_Junction
16769,2,Expected
16770,1,HGT_Junction
16771,2,Expected
16772,9,HGT_Junction
16773,1,Expected
16774,0,HGT_Junction
16775,0,Expected
16776,1,HGT_Junction
16777,1,Expected
16778,20,HGT_Junction
16779,1,Expected
16780,1,HGT_Junction
16781,2,Expected
16782,2,HGT_Junction
16783,4,Expected
16784,1,HGT_Junction
16785,1,Expected
16786,1,HGT_Junction
16787,7,Expected
16788,1,HGT_Junction
16789,2,Expected
16790,1,HGT_Junction
16791,1,Expected
16792,0,HGT_Junction
16793,2,Expected
16794,0,HGT_Junction
16795,3,Expected
16796,0,HGT_Junction
16797,0,Expected
16798,11,HGT_Junction
16799,1,Expected
16800,0,HGT_Junction
16801,1,Expected
16802,4,HGT_Junction
16803,1,Expected
16804,1,HGT_Junction
16805,0,Expected
16806,4,HGT_Junction
16807,0,Expected
16808,3,HGT_Junction
16809,1,Expected
16810,3,HGT_Junction
16811,0,Expected
16812,1,HGT_Junction
16813,1,Expected
16814,2,HGT_Junction
16815,0,Expected
16816,1,HGT_Junction
16817,5,Expected
16818,3,HGT_Junction
16819,10,Expected
16820,2,HGT_Junction
16821,0,Expected
16822,5,HGT_Junction
16823,0,Expected
16824,1,HGT_Junction
16825,5,Expected
16826,1,HGT_Junction
16827,1,Expected
16828,0,HGT_Junction
16829,1,Expected
16830,0,HGT_Junction
16831,0,Expected
16832,0,HGT_Junction
16833,1,Expected
16834,1,HGT_Junction
16835,1,Expected
16836,0,HGT_Junction
16837,1,Expected
16838,1,HGT_Junction
16839,2,Expected
16840,0,HGT_Junction
16841,0,Expected
16842,4,HGT_Junction
16843,5,Expected
16844,7,HGT_Junction
16845,5,Expected
16846,0,HGT_Junction
16847,1,Expected
16848,0,HGT_Junction
16849,0,Expected
16850,1,HGT_Junction
16851,4,Expected
16852,0,HGT_Junction
16853,0,Expected
16854,0,HGT_Junction
16855,1,Expected
16856,3,HGT_Junction
16857,1,Expected
16858,0,HGT_Junction
16859,4,Expected
16860,4,HGT_Junction
16861,1,Expected
16862,0,HGT_Junction
16863,1,Expected
16864,0,HGT_Junction
16865,5,Expected
16866,0,HGT_Junction
16867,1,Expected
16868,4,HGT_Junction
16869,5,Expected
16870,0,HGT_Junction
16871,0,Expected
16872,0,HGT_Junction
16873,0,Expected
16874,0,HGT_Junction
16875,4,Expected
16876,6,HGT_Junction
16877,0,Expected
16878,13,HGT_Junction
16879,4,Expected
16880,0,HGT_Junction
16881,4,Expected
16882,1,HGT_Junction
16883,2,Expected
16884,0,HGT_Junction
16885,4,Expected
16886,1,HGT_Junction
16887,0,Expected
16888,2,HGT_Junction
16889,4,Expected
16890,0,HGT_Junction
16891,1,Expected
16892,20,HGT_Junction
16893,1,Expected
16894,2,HGT_Junction
16895,7,Expected
16896,0,HGT_Junction
16897,2,Expected
16898,13,HGT_Junction
16899,4,Expected
16900,1,HGT_Junction
16901,0,Expected
16902,8,HGT_Junction
16903,3,Expected
16904,11,HGT_Junction
16905,0,Expected
16906,1,HGT_Junction
16907,1,Expected
16908,0,HGT_Junction
16909,0,Expected
16910,1,HGT_Junction
16911,1,Expected
16912,0,HGT_Junction
16913,3,Expected
16914,11,HGT_Junction
16915,0,Expected
16916,1,HGT_Junction
16917,0,Expected
16918,0,HGT_Junction
16919,2,Expected
16920,4,HGT_Junction
16921,1,Expected
16922,1,HGT_Junction
16923,2,Expected
16924,1,HGT_Junction
16925,0,Expected
16926,1,HGT_Junction
16927,1,Expected
16928,1,HGT_Junction
16929,2,Expected
16930,0,HGT_Junction
16931,0,Expected
16932,2,HGT_Junction
16933,0,Expected
16934,0,HGT_Junction
16935,0,Expected
16936,0,HGT_Junction
16937,1,Expected
16938,1,HGT_Junction
16939,1,Expected
16940,1,HGT_Junction
16941,1,Expected
16942,2,HGT_Junction
16943,8,Expected
16944,4,HGT_Junction
16945,1,Expected
16946,1,HGT_Junction
16947,4,Expected
16948,0,HGT_Junction
16949,3,Expected
16950,0,HGT_Junction
16951,2,Expected
16952,6,HGT_Junction
16953,4,Expected
16954,0,HGT_Junction
16955,1,Expected
16956,1,HGT_Junction
16957,2,Expected
16958,0,HGT_Junction
16959,3,Expected
16960,0,HGT_Junction
16961,8,Expected
16962,1,HGT_Junction
16963,4,Expected
16964,0,HGT_Junction
16965,0,Expected
16966,1,HGT_Junction
16967,0,Expected
16968,0,HGT_Junction
16969,2,Expected
16970,1,HGT_Junction
16971,0,Expected
16972,1,HGT_Junction
16973,0,Expected
16974,1,HGT_Junction
16975,3,Expected
16976,3,HGT_Junction
16977,1,Expected
16978,1,HGT_Junction
16979,4,Expected
16980,1,HGT_Junction
16981,2,Expected
16982,3,HGT_Junction
16983,4,Expected
16984,20,HGT_Junction
16985,0,Expected
16986,2,HGT_Junction
16987,1,Expected
16988,0,HGT_Junction
16989,4,Expected
16990,3,HGT_Junction
16991,3,Expected
16992,0,HGT_Junction
16993,1,Expected
16994,7,HGT_Junction
16995,3,Expected
16996,6,HGT_Junction
16997,0,Expected
16998,13,HGT_Junction
16999,1,Expected
17000,0,HGT_Junction
17001,0,Expected
17002,1,HGT_Junction
17003,7,Expected
17004,12,HGT_Junction
17005,2,Expected
17006,1,HGT_Junction
17007,7,Expected
17008,1,HGT_Junction
17009,0,Expected
17010,0,HGT_Junction
17011,0,Expected
17012,1,HGT_Junction
17013,1,Expected
17014,3,HGT_Junction
17015,1,Expected
17016,0,HGT_Junction
17017,1,Expected
17018,0,HGT_Junction
17019,3,Expected
17020,0,HGT_Junction
17021,1,Expected
17022,1,HGT_Junction
17023,1,Expected
17024,0,HGT_Junction
17025,0,Expected
17026,4,HGT_Junction
17027,0,Expected
17028,8,HGT_Junction
17029,2,Expected
17030,2,HGT_Junction
17031,1,Expected
17032,1,HGT_Junction
17033,1,Expected
17034,4,HGT_Junction
17035,1,Expected
17036,0,HGT_Junction
17037,0,Expected
17038,5,HGT_Junction
17039,0,Expected
17040,7,HGT_Junction
17041,2,Expected
17042,1,HGT_Junction
17043,2,Expected
17044,1,HGT_Junction
17045,0,Expected
17046,1,HGT_Junction
17047,5,Expected
17048,1,HGT_Junction
17049,0,Expected
17050,1,HGT_Junction
17051,1,Expected
17052,0,HGT_Junction
17053,0,Expected
17054,14,HGT_Junction
17055,1,Expected
17056,0,HGT_Junction
17057,0,Expected
17058,0,HGT_Junction
17059,10,Expected
17060,2,HGT_Junction
17061,6,Expected
17062,2,HGT_Junction
17063,1,Expected
17064,7,HGT_Junction
17065,0,Expected
17066,1,HGT_Junction
17067,0,Expected
17068,0,HGT_Junction
17069,0,Expected
17070,1,HGT_Junction
17071,5,Expected
17072,6,HGT_Junction
17073,4,Expected
17074,0,HGT_Junction
17075,4,Expected
17076,0,HGT_Junction
17077,0,Expected
17078,1,HGT_Junction
17079,2,Expected
17080,12,HGT_Junction
17081,0,Expected
17082,0,HGT_Junction
17083,1,Expected
17084,1,HGT_Junction
17085,0,Expected
17086,1,HGT_Junction
17087,2,Expected
17088,2,HGT_Junction
17089,0,Expected
17090,4,HGT_Junction
17091,8,Expected
17092,1,HGT_Junction
17093,0,Expected
17094,20,HGT_Junction
17095,2,Expected
17096,1,HGT_Junction
17097,16,Expected
17098,4,HGT_Junction
17099,0,Expected
17100,1,HGT_Junction
17101,1,Expected
17102,1,HGT_Junction
17103,1,Expected
17104,2,HGT_Junction
17105,1,Expected
17106,0,HGT_Junction
17107,0,Expected
17108,3,HGT_Junction
17109,1,Expected
17110,0,HGT_Junction
17111,1,Expected
17112,0,HGT_Junction
17113,1,Expected
17114,0,HGT_Junction
17115,1,Expected
17116,11,HGT_Junction
17117,1,Expected
17118,1,HGT_Junction
17119,4,Expected
17120,1,HGT_Junction
17121,2,Expected
17122,0,HGT_Junction
17123,0,Expected
17124,11,HGT_Junction
17125,1,Expected
17126,5,HGT_Junction
17127,0,Expected
17128,4,HGT_Junction
17129,0,Expected
17130,5,HGT_Junction
17131,3,Expected
17132,0,HGT_Junction
17133,3,Expected
17134,19,HGT_Junction
17135,0,Expected
17136,1,HGT_Junction
17137,1,Expected
17138,0,HGT_Junction
17139,1,Expected
17140,17,HGT_Junction
17141,0,Expected
17142,0,HGT_Junction
17143,2,Expected
17144,0,HGT_Junction
17145,1,Expected
17146,1,HGT_Junction
17147,2,Expected
17148,7,HGT_Junction
17149,1,Expected
17150,10,HGT_Junction
17151,0,Expected
17152,3,HGT_Junction
17153,1,Expected
17154,0,HGT_Junction
17155,1,Expected
17156,7,HGT_Junction
17157,1,Expected
17158,1,HGT_Junction
17159,1,Expected
17160,1,HGT_Junction
17161,1,Expected
17162,0,HGT_Junction
17163,0,Expected
17164,0,HGT_Junction
17165,0,Expected
17166,4,HGT_Junction
17167,4,Expected
17168,1,HGT_Junction
17169,1,Expected
17170,1,HGT_Junction
17171,0,Expected
17172,0,HGT_Junction
17173,0,Expected
17174,0,HGT_Junction
17175,0,Expected
17176,1,HGT_Junction
17177,10,Expected
17178,1,HGT_Junction
17179,4,Expected
17180,17,HGT_Junction
17181,1,Expected
17182,0,HGT_Junction
17183,1,Expected
17184,15,HGT_Junction
17185,2,Expected
17186,0,HGT_Junction
17187,2,Expected
17188,0,HGT_Junction
17189,1,Expected
17190,7,HGT_Junction
17191,0,Expected
17192,3,HGT_Junction
17193,1,Expected
17194,2,HGT_Junction
17195,1,Expected
17196,1,HGT_Junction
17197,1,Expected
17198,1,HGT_Junction
17199,0,Expected
17200,1,HGT_Junction
17201,2,Expected
17202,2,HGT_Junction
17203,6,Expected
17204,4,HGT_Junction
17205,0,Expected
17206,1,HGT_Junction
17207,0,Expected
17208,0,HGT_Junction
17209,1,Expected
17210,2,HGT_Junction
17211,0,Expected
17212,1,HGT_Junction
17213,0,Expected
17214,0,HGT_Junction
17215,1,Expected
17216,0,HGT_Junction
17217,0,Expected
17218,1,HGT_Junction
17219,4,Expected
17220,1,HGT_Junction
17221,0,Expected
17222,1,HGT_Junction
17223,0,Expected
17224,1,HGT_Junction
17225,1,Expected
17226,2,HGT_Junction
17227,0,Expected
17228,1,HGT_Junction
17229,0,Expected
17230,1,HGT_Junction
17231,0,Expected
17232,9,HGT_Junction
17233,0,Expected
17234,1,HGT_Junction
17235,0,Expected
17236,1,HGT_Junction
17237,4,Expected
17238,3,HGT_Junction
17239,12,Expected
17240,0,HGT_Junction
17241,0,Expected
17242,0,HGT_Junction
17243,0,Expected
17244,5,HGT_Junction
17245,0,Expected
17246,1,HGT_Junction
17247,0,Expected
17248,1,HGT_Junction
17249,0,Expected
17250,13,HGT_Junction
17251,1,Expected
17252,4,HGT_Junction
17253,2,Expected
17254,1,HGT_Junction
17255,1,Expected
17256,0,HGT_Junction
17257,1,Expected
17258,0,HGT_Junction
17259,1,Expected
17260,9,HGT_Junction
17261,1,Expected
17262,5,HGT_Junction
17263,0,Expected
17264,12,HGT_Junction
17265,2,Expected
17266,1,HGT_Junction
17267,2,Expected
17268,0,HGT_Junction
17269,0,Expected
17270,1,HGT_Junction
17271,0,Expected
17272,0,HGT_Junction
17273,0,Expected
17274,2,HGT_Junction
17275,0,Expected
17276,1,HGT_Junction
17277,6,Expected
17278,0,HGT_Junction
17279,0,Expected
17280,1,HGT_Junction
17281,1,Expected
17282,7,HGT_Junction
17283,0,Expected
17284,20,HGT_Junction
17285,7,Expected
17286,5,HGT_Junction
17287,1,Expected
17288,0,HGT_Junction
17289,1,Expected
17290,2,HGT_Junction
17291,3,Expected
17292,0,HGT_Junction
17293,1,Expected
17294,1,HGT_Junction
17295,1,Expected
17296,4,HGT_Junction
17297,1,Expected
17298,2,HGT_Junction
17299,0,Expected
17300,1,HGT_Junction
17301,1,Expected
17302,1,HGT_Junction
17303,1,Expected
17304,0,HGT_Junction
17305,1,Expected
17306,2,HGT_Junction
17307,2,Expected
17308,0,HGT_Junction
17309,1,Expected
17310,17,HGT_Junction
17311,1,Expected
17312,0,HGT_Junction
17313,0,Expected
17314,4,HGT_Junction
17315,1,Expected
17316,9,HGT_Junction
17317,1,Expected
17318,0,HGT_Junction
17319,1,Expected
17320,18,HGT_Junction
17321,1,Expected
17322,4,HGT_Junction
17323,1,Expected
17324,2,HGT_Junction
17325,0,Expected
17326,5,HGT_Junction
17327,0,Expected
17328,4,HGT_Junction
17329,1,Expected
17330,0,HGT_Junction
17331,0,Expected
17332,2,HGT_Junction
17333,3,Expected
17334,4,HGT_Junction
17335,1,Expected
17336,4,HGT_Junction
17337,1,Expected
17338,1,HGT_Junction
17339,2,Expected
17340,0,HGT_Junction
17341,2,Expected
17342,12,HGT_Junction
17343,0,Expected
17344,1,HGT_Junction
17345,5,Expected
17346,1,HGT_Junction
17347,3,Expected
17348,1,HGT_Junction
17349,1,Expected
17350,0,HGT_Junction
17351,5,Expected
17352,10,HGT_Junction
17353,0,Expected
17354,0,HGT_Junction
17355,0,Expected
17356,4,HGT_Junction
17357,0,Expected
17358,0,HGT_Junction
17359,1,Expected
17360,9,HGT_Junction
17361,1,Expected
17362,1,HGT_Junction
17363,7,Expected
17364,0,HGT_Junction
17365,0,Expected
17366,0,HGT_Junction
17367,0,Expected
17368,1,HGT_Junction
17369,2,Expected
17370,0,HGT_Junction
17371,2,Expected
17372,1,HGT_Junction
17373,3,Expected
17374,1,HGT_Junction
17375,1,Expected
17376,0,HGT_Junction
17377,0,Expected
17378,1,HGT_Junction
17379,5,Expected
17380,8,HGT_Junction
17381,0,Expected
17382,2,HGT_Junction
17383,1,Expected
17384,0,HGT_Junction
17385,0,Expected
17386,18,HGT_Junction
17387,2,Expected
17388,0,HGT_Junction
17389,3,Expected
17390,0,HGT_Junction
17391,0,Expected
17392,4,HGT_Junction
17393,2,Expected
17394,1,HGT_Junction
17395,2,Expected
17396,2,HGT_Junction
17397,2,Expected
17398,0,HGT_Junction
17399,0,Expected
17400,0,HGT_Junction
17401,0,Expected
17402,1,HGT_Junction
17403,0,Expected
17404,1,HGT_Junction
17405,2,Expected
17406,1,HGT_Junction
17407,5,Expected
17408,1,HGT_Junction
17409,1,Expected
17410,1,HGT_Junction
17411,0,Expected
17412,2,HGT_Junction
17413,1,Expected
17414,1,HGT_Junction
17415,5,Expected
17416,10,HGT_Junction
17417,6,Expected
17418,1,HGT_Junction
17419,0,Expected
17420,0,HGT_Junction
17421,0,Expected
17422,17,HGT_Junction
17423,2,Expected
17424,0,HGT_Junction
17425,1,Expected
17426,18,HGT_Junction
17427,0,Expected
17428,2,HGT_Junction
17429,1,Expected
17430,0,HGT_Junction
17431,0,Expected
17432,4,HGT_Junction
17433,1,Expected
17434,3,HGT_Junction
17435,1,Expected
17436,0,HGT_Junction
17437,4,Expected
17438,8,HGT_Junction
17439,2,Expected
17440,0,HGT_Junction
17441,0,Expected
17442,0,HGT_Junction
17443,2,Expected
17444,1,HGT_Junction
17445,0,Expected
17446,0,HGT_Junction
17447,2,Expected
17448,1,HGT_Junction
17449,6,Expected
17450,1,HGT_Junction
17451,2,Expected
17452,20,HGT_Junction
17453,1,Expected
17454,5,HGT_Junction
17455,1,Expected
17456,0,HGT_Junction
17457,0,Expected
17458,0,HGT_Junction
17459,0,Expected
17460,0,HGT_Junction
17461,1,Expected
17462,0,HGT_Junction
17463,1,Expected
17464,0,HGT_Junction
17465,0,Expected
17466,11,HGT_Junction
17467,5,Expected
17468,1,HGT_Junction
17469,0,Expected
17470,1,HGT_Junction
17471,0,Expected
17472,6,HGT_Junction
17473,1,Expected
17474,0,HGT_Junction
17475,0,Expected
17476,0,HGT_Junction
17477,1,Expected
17478,4,HGT_Junction
17479,10,Expected
17480,0,HGT_Junction
17481,1,Expected
17482,1,HGT_Junction
17483,1,Expected
17484,0,HGT_Junction
17485,0,Expected
17486,4,HGT_Junction
17487,3,Expected
17488,1,HGT_Junction
17489,13,Expected
17490,7,HGT_Junction
17491,1,Expected
17492,0,HGT_Junction
17493,0,Expected
17494,2,HGT_Junction
17495,1,Expected
17496,1,HGT_Junction
17497,6,Expected
17498,4,HGT_Junction
17499,0,Expected
17500,4,HGT_Junction
17501,0,Expected
17502,1,HGT_Junction
17503,4,Expected
17504,0,HGT_Junction
17505,1,Expected
17506,0,HGT_Junction
17507,0,Expected
17508,0,HGT_Junction
17509,0,Expected
17510,0,HGT_Junction
17511,1,Expected
17512,1,HGT_Junction
17513,1,Expected
17514,0,HGT_Junction
17515,0,Expected
17516,0,HGT_Junction
17517,1,Expected
17518,9,HGT_Junction
17519,1,Expected
17520,1,HGT_Junction
17521,1,Expected
17522,7,HGT_Junction
17523,0,Expected
17524,1,HGT_Junction
17525,4,Expected
17526,1,HGT_Junction
17527,0,Expected
17528,3,HGT_Junction
17529,1,Expected
17530,3,HGT_Junction
17531,5,Expected
17532,0,HGT_Junction
17533,1,Expected
17534,1,HGT_Junction
17535,1,Expected
17536,0,HGT_Junction
17537,1,Expected
17538,0,HGT_Junction
17539,2,Expected
17540,4,HGT_Junction
17541,0,Expected
17542,3,HGT_Junction
17543,0,Expected
17544,8,HGT_Junction
17545,0,Expected
17546,8,HGT_Junction
17547,1,Expected
17548,0,HGT_Junction
17549,0,Expected
17550,1,HGT_Junction
17551,0,Expected
17552,0,HGT_Junction
17553,0,Expected
17554,0,HGT_Junction
17555,0,Expected
17556,2,HGT_Junction
17557,0,Expected
17558,2,HGT_Junction
17559,0,Expected
17560,4,HGT_Junction
17561,0,Expected
17562,3,HGT_Junction
17563,0,Expected
17564,5,HGT_Junction
17565,2,Expected
17566,1,HGT_Junction
17567,1,Expected
17568,0,HGT_Junction
17569,0,Expected
17570,16,HGT_Junction
17571,0,Expected
17572,18,HGT_Junction
17573,1,Expected
17574,0,HGT_Junction
17575,5,Expected
17576,3,HGT_Junction
17577,5,Expected
17578,2,HGT_Junction
17579,2,Expected
17580,3,HGT_Junction
17581,1,Expected
17582,0,HGT_Junction
17583,2,Expected
17584,8,HGT_Junction
17585,1,Expected
17586,1,HGT_Junction
17587,1,Expected
17588,0,HGT_Junction
17589,4,Expected
17590,9,HGT_Junction
17591,2,Expected
17592,12,HGT_Junction
17593,1,Expected
17594,1,HGT_Junction
17595,1,Expected
17596,10,HGT_Junction
17597,0,Expected
17598,1,HGT_Junction
17599,0,Expected
17600,0,HGT_Junction
17601,2,Expected
17602,2,HGT_Junction
17603,0,Expected
17604,20,HGT_Junction
17605,0,Expected
17606,0,HGT_Junction
17607,0,Expected
17608,0,HGT_Junction
17609,3,Expected
17610,1,HGT_Junction
17611,1,Expected
17612,8,HGT_Junction
17613,0,Expected
17614,1,HGT_Junction
17615,0,Expected
17616,1,HGT_Junction
17617,8,Expected
17618,0,HGT_Junction
17619,1,Expected
17620,1,HGT_Junction
17621,1,Expected
17622,0,HGT_Junction
17623,2,Expected
17624,0,HGT_Junction
17625,1,Expected
17626,0,HGT_Junction
17627,0,Expected
17628,0,HGT_Junction
17629,1,Expected
17630,0,HGT_Junction
17631,3,Expected
17632,19,HGT_Junction
17633,1,Expected
17634,2,HGT_Junction
17635,0,Expected
17636,0,HGT_Junction
17637,1,Expected
17638,1,HGT_Junction
17639,1,Expected
17640,6,HGT_Junction
17641,2,Expected
17642,20,HGT_Junction
17643,1,Expected
17644,5,HGT_Junction
17645,1,Expected
17646,1,HGT_Junction
17647,4,Expected
17648,0,HGT_Junction
17649,1,Expected
17650,0,HGT_Junction
17651,2,Expected
17652,7,HGT_Junction
17653,1,Expected
17654,1,HGT_Junction
17655,1,Expected
17656,0,HGT_Junction
17657,4,Expected
17658,3,HGT_Junction
17659,4,Expected
17660,0,HGT_Junction
17661,1,Expected
17662,0,HGT_Junction
17663,1,Expected
17664,1,HGT_Junction
17665,0,Expected
17666,5,HGT_Junction
17667,1,Expected
17668,0,HGT_Junction
17669,0,Expected
17670,1,HGT_Junction
17671,1,Expected
17672,4,HGT_Junction
17673,1,Expected
17674,1,HGT_Junction
17675,5,Expected
17676,1,HGT_Junction
17677,2,Expected
17678,0,HGT_Junction
17679,0,Expected
17680,2,HGT_Junction
17681,1,Expected
17682,2,HGT_Junction
17683,0,Expected
17684,0,HGT_Junction
17685,2,Expected
17686,7,HGT_Junction
17687,6,Expected
17688,0,HGT_Junction
17689,0,Expected
17690,0,HGT_Junction
17691,2,Expected
17692,1,HGT_Junction
17693,0,Expected
17694,12,HGT_Junction
17695,3,Expected
17696,7,HGT_Junction
17697,1,Expected
17698,1,HGT_Junction
17699,1,Expected
17700,1,HGT_Junction
17701,2,Expected
17702,4,HGT_Junction
17703,1,Expected
17704,1,HGT_Junction
17705,1,Expected
17706,0,HGT_Junction
17707,0,Expected
17708,0,HGT_Junction
17709,0,Expected
17710,1,HGT_Junction
17711,1,Expected
17712,0,HGT_Junction
17713,1,Expected
17714,1,HGT_Junction
17715,13,Expected
17716,1,HGT_Junction
17717,0,Expected
17718,5,HGT_Junction
17719,7,Expected
17720,1,HGT_Junction
17721,0,Expected
17722,2,HGT_Junction
17723,0,Expected
17724,13,HGT_Junction
17725,7,Expected
17726,1,HGT_Junction
17727,2,Expected
17728,1,HGT_Junction
17729,2,Expected
17730,0,HGT_Junction
17731,0,Expected
17732,6,HGT_Junction
17733,2,Expected
17734,1,HGT_Junction
17735,1,Expected
17736,1,HGT_Junction
17737,3,Expected
17738,0,HGT_Junction
17739,0,Expected
17740,2,HGT_Junction
17741,1,Expected
17742,20,HGT_Junction
17743,2,Expected
17744,0,HGT_Junction
17745,1,Expected
17746,0,HGT_Junction
17747,8,Expected
17748,6,HGT_Junction
17749,2,Expected
17750,1,HGT_Junction
17751,0,Expected
17752,2,HGT_Junction
17753,7,Expected
17754,20,HGT_Junction
17755,5,Expected
17756,1,HGT_Junction
17757,1,Expected
17758,9,HGT_Junction
17759,0,Expected
17760,1,HGT_Junction
17761,9,Expected
17762,1,HGT_Junction
17763,0,Expected
17764,5,HGT_Junction
17765,2,Expected
17766,2,HGT_Junction
17767,1,Expected
17768,5,HGT_Junction
17769,1,Expected
17770,0,HGT_Junction
17771,4,Expected
17772,1,HGT_Junction
17773,2,Expected
17774,7,HGT_Junction
17775,0,Expected
17776,0,HGT_Junction
17777,1,Expected
17778,0,HGT_Junction
17779,1,Expected
17780,0,HGT_Junction
17781,6,Expected
17782,1,HGT_Junction
17783,0,Expected
17784,3,HGT_Junction
17785,2,Expected
17786,2,HGT_Junction
17787,9,Expected
17788,5,HGT_Junction
17789,0,Expected
17790,0,HGT_Junction
17791,0,Expected
17792,0,HGT_Junction
17793,0,Expected
17794,1,HGT_Junction
17795,0,Expected
17796,1,HGT_Junction
17797,0,Expected
17798,4,HGT_Junction
17799,0,Expected
17800,0,HGT_Junction
17801,1,Expected
17802,1,HGT_Junction
17803,5,Expected
17804,8,HGT_Junction
17805,2,Expected
17806,20,HGT_Junction
17807,1,Expected
17808,8,HGT_Junction
17809,2,Expected
17810,1,HGT_Junction
17811,0,Expected
17812,0,HGT_Junction
17813,0,Expected
17814,1,HGT_Junction
17815,1,Expected
17816,2,HGT_Junction
17817,0,Expected
17818,6,HGT_Junction
17819,2,Expected
17820,0,HGT_Junction
17821,0,Expected
17822,0,HGT_Junction
17823,0,Expected
17824,5,HGT_Junction
17825,0,Expected
17826,1,HGT_Junction
17827,0,Expected
17828,2,HGT_Junction
17829,0,Expected
17830,0,HGT_Junction
17831,0,Expected
17832,0,HGT_Junction
17833,2,Expected
17834,0,HGT_Junction
17835,4,Expected
17836,1,HGT_Junction
17837,0,Expected
17838,5,HGT_Junction
17839,0,Expected
17840,1,HGT_Junction
17841,2,Expected
17842,3,HGT_Junction
17843,1,Expected
17844,0,HGT_Junction
17845,0,Expected
17846,1,HGT_Junction
17847,1,Expected
17848,1,HGT_Junction
17849,1,Expected
17850,2,HGT_Junction
17851,0,Expected
17852,11,HGT_Junction
17853,0,Expected
17854,7,HGT_Junction
17855,4,Expected
17856,0,HGT_Junction
17857,0,Expected
17858,1,HGT_Junction
17859,0,Expected
17860,0,HGT_Junction
17861,2,Expected
17862,1,HGT_Junction
17863,0,Expected
17864,1,HGT_Junction
17865,4,Expected
17866,0,HGT_Junction
17867,0,Expected
17868,0,HGT_Junction
17869,2,Expected
17870,0,HGT_Junction
17871,10,Expected
17872,1,HGT_Junction
17873,0,Expected
17874,2,HGT_Junction
17875,2,Expected
17876,7,HGT_Junction
17877,0,Expected
17878,0,HGT_Junction
17879,2,Expected
17880,1,HGT_Junction
17881,1,Expected
17882,1,HGT_Junction
17883,0,Expected
17884,6,HGT_Junction
17885,1,Expected
17886,0,HGT_Junction
17887,2,Expected
17888,2,HGT_Junction
17889,0,Expected
17890,1,HGT_Junction
17891,0,Expected
17892,0,HGT_Junction
17893,5,Expected
17894,0,HGT_Junction
17895,0,Expected
17896,1,HGT_Junction
17897,0,Expected
17898,0,HGT_Junction
17899,0,Expected
17900,0,HGT_Junction
17901,0,Expected
17902,0,HGT_Junction
17903,1,Expected
17904,1,HGT_Junction
17905,1,Expected
17906,1,HGT_Junction
17907,4,Expected
17908,0,HGT_Junction
17909,1,Expected
17910,0,HGT_Junction
17911,0,Expected
17912,0,HGT_Junction
17913,0,Expected
17914,1,HGT_Junction
17915,0,Expected
17916,0,HGT_Junction
17917,0,Expected
17918,6,HGT_Junction
17919,5,Expected
17920,4,HGT_Junction
17921,1,Expected
17922,1,HGT_Junction
17923,0,Expected
17924,0,HGT_Junction
17925,2,Expected
17926,0,HGT_Junction
17927,1,Expected
17928,0,HGT_Junction
17929,1,Expected
17930,0,HGT_Junction
17931,0,Expected
17932,1,HGT_Junction
17933,1,Expected
17934,1,HGT_Junction
17935,2,Expected
17936,1,HGT_Junction
17937,2,Expected
17938,1,HGT_Junction
17939,0,Expected
17940,20,HGT_Junction
17941,0,Expected
17942,0,HGT_Junction
17943,1,Expected
17944,2,HGT_Junction
17945,0,Expected
17946,9,HGT_Junction
17947,0,Expected
17948,0,HGT_Junction
17949,1,Expected
17950,5,HGT_Junction
17951,1,Expected
17952,0,HGT_Junction
17953,2,Expected
17954,12,HGT_Junction
17955,1,Expected
17956,7,HGT_Junction
17957,0,Expected
17958,3,HGT_Junction
17959,1,Expected
17960,0,HGT_Junction
17961,0,Expected
17962,0,HGT_Junction
17963,0,Expected
17964,0,HGT_Junction
17965,0,Expected
17966,0,HGT_Junction
17967,1,Expected
17968,1,HGT_Junction
17969,3,Expected
17970,1,HGT_Junction
