	sample	HGT_count	level	group
2388	52	2787	4	CRC
2389	28	1137	4	control
2390	29	1143	4	control
2391	53	2807	4	CRC
2392	54	2827	4	CRC
2393	55	2827	4	CRC
2394	30	1145	4	control
2395	56	2836	4	CRC
2396	57	2844	4	CRC
2397	31	1151	4	control
2398	58	2844	4	CRC
2399	59	2845	4	CRC
2400	60	2858	4	CRC
2401	61	2862	4	CRC
2402	32	1162	4	control
2403	62	2865	4	CRC
2404	33	1204	4	control
2405	63	2866	4	CRC
2406	34	1214	4	control
2407	64	2868	4	CRC
2408	35	1228	4	control
2409	65	2869	4	CRC
2410	36	1269	4	control
2411	37	1286	4	control
2412	38	1289	4	control
2413	39	1301	4	control
2414	40	1525	4	control
2415	66	2882	4	CRC
2416	41	1554	4	control
2417	42	1559	4	control
2418	43	1648	4	control
2419	44	1659	4	control
2420	67	2883	4	CRC
2421	68	2960	4	CRC
2422	45	1660	4	control
2423	69	2960	4	CRC
2424	46	1667	4	control
2425	70	2960	4	CRC
2426	47	1703	4	control
2427	48	1713	4	control
2428	49	1729	4	control
2429	71	2967	4	CRC
2430	50	1744	4	control
2431	51	1746	4	control
2432	52	1890	4	control
2433	53	1928	4	control
2434	54	1929	4	control
2435	72	2967	4	CRC
2436	55	1939	4	control
2437	73	2970	4	CRC
2438	74	2971	4	CRC
2439	75	2972	4	CRC
2440	56	1941	4	control
2441	76	2972	4	CRC
2442	77	2981	4	CRC
2443	57	1941	4	control
2444	78	2982	4	CRC
2445	58	1972	4	control
2446	59	1982	4	control
2447	60	2027	4	control
2448	79	2984	4	CRC
2449	80	3011	4	CRC
2450	81	3013	4	CRC
2451	61	2033	4	control
2452	82	3033	4	CRC
2453	62	2041	4	control
2454	83	3038	4	CRC
2455	63	2043	4	control
2456	64	2082	4	control
2457	65	2092	4	control
2458	84	3039	4	CRC
2459	66	2127	4	control
2460	85	3043	4	CRC
2461	67	2129	4	control
2462	86	3064	4	CRC
2463	87	3067	4	CRC
2464	88	3068	4	CRC
2465	68	2135	4	control
2466	89	3072	4	CRC
2467	69	2136	4	control
2468	70	2140	4	control
2469	90	3081	4	CRC
2470	91	3082	4	CRC
2471	71	2219	4	control
2472	92	3089	4	CRC
2473	72	2223	4	control
2474	93	3089	4	CRC
2475	73	2234	4	control
2476	94	3092	4	CRC
2477	74	2245	4	control
2478	75	2250	4	control
2479	95	3103	4	CRC
2480	96	3103	4	CRC
2481	76	2253	4	control
2482	97	3107	4	CRC
2483	98	3112	4	CRC
2484	99	3115	4	CRC
2485	100	3124	4	CRC
2486	101	3130	4	CRC
2487	102	3150	4	CRC
2488	103	3200	4	CRC
2489	104	3217	4	CRC
2490	105	3223	4	CRC
2491	106	3236	4	CRC
2492	77	2258	4	control
2493	78	2260	4	control
2494	79	2265	4	control
2495	107	3237	4	CRC
2496	108	3239	4	CRC
2497	109	3243	4	CRC
2498	80	2342	4	control
2499	110	3254	4	CRC
2500	81	2358	4	control
2501	82	2370	4	control
2502	111	3254	4	CRC
2503	83	2372	4	control
2504	112	3255	4	CRC
2505	84	2379	4	control
2506	113	3256	4	CRC
2507	85	2385	4	control
2508	86	2385	4	control
2509	87	2387	4	control
2510	88	2486	4	control
2511	89	2488	4	control
2512	114	3257	4	CRC
2513	90	2493	4	control
2514	115	3258	4	CRC
2515	116	3318	4	CRC
2516	91	2507	4	control
2517	92	2555	4	control
2518	93	2557	4	control
2519	117	3322	4	CRC
2520	94	2568	4	control
2521	118	3323	4	CRC
2522	95	2569	4	control
2523	119	3338	4	CRC
2524	96	2616	4	control
2525	97	2618	4	control
2526	120	3339	4	CRC
2527	98	2628	4	control
2528	99	2648	4	control
2529	121	3339	4	CRC
2530	100	2659	4	control
2531	101	2673	4	control
2532	122	3343	4	CRC
2533	102	2725	4	control
2534	103	2726	4	control
2535	123	3367	4	CRC
2536	124	3369	4	CRC
2537	125	3372	4	CRC
2538	104	2728	4	control
2539	126	3372	4	CRC
2540	127	3375	4	CRC
2541	128	3375	4	CRC
2542	129	3380	4	CRC
2543	105	2736	4	control
2544	106	2738	4	control
2545	107	2739	4	control
2546	130	3385	4	CRC
2547	108	2741	4	control
2548	131	3386	4	CRC
2549	109	2751	4	control
2550	110	2752	4	control
2551	111	2754	4	control
2552	112	2757	4	control
2553	132	3401	4	CRC
2554	113	2758	4	control
2555	114	2759	4	control
2556	115	2760	4	control
2557	116	2768	4	control
2558	133	3419	4	CRC
2559	134	3421	4	CRC
2560	135	3452	4	CRC
2561	117	2768	4	control
2562	136	3461	4	CRC
2563	137	3466	4	CRC
2564	118	2768	4	control
2565	119	2776	4	control
2566	138	3466	4	CRC
2567	120	2779	4	control
2568	139	3470	4	CRC
2569	121	2781	4	control
2570	122	2783	4	control
2571	140	3480	4	CRC
2572	141	3481	4	CRC
2573	142	3483	4	CRC
2574	143	3484	4	CRC
2575	144	3489	4	CRC
2576	145	3490	4	CRC
2577	146	3492	4	CRC
2578	147	3494	4	CRC
2579	148	3494	4	CRC
2580	123	2795	4	control
2581	124	2810	4	control
2582	125	2850	4	control
2583	149	3494	4	CRC
2584	126	2851	4	control
2585	127	2858	4	control
2586	150	3494	4	CRC
2587	151	3495	4	CRC
2588	128	2935	4	control
2589	152	3497	4	CRC
2590	129	2939	4	control
2591	153	3499	4	CRC
2592	130	2940	4	control
2593	154	3499	4	CRC
2594	131	2942	4	control
2595	155	3502	4	CRC
2596	132	2948	4	control
2597	133	2950	4	control
2598	134	2952	4	control
2599	156	3506	4	CRC
2600	135	2956	4	control
2601	136	2969	4	control
2602	137	2969	4	control
2603	157	3508	4	CRC
2604	158	3511	4	CRC
2605	138	2969	4	control
2606	139	3014	4	control
2607	140	3014	4	control
2608	141	3019	4	control
2609	159	3517	4	CRC
2610	160	3519	4	CRC
2611	161	3521	4	CRC
2612	162	3521	4	CRC
2613	142	3023	4	control
2614	163	3532	4	CRC
2615	164	3534	4	CRC
2616	165	3587	4	CRC
2617	143	3039	4	control
2618	166	3588	4	CRC
2619	167	3588	4	CRC
2620	168	3589	4	CRC
2621	169	3595	4	CRC
2622	170	3600	4	CRC
2623	144	3040	4	control
2624	145	3040	4	control
2625	146	3041	4	control
2626	171	3600	4	CRC
2627	147	3045	4	control
2628	148	3059	4	control
2629	149	3089	4	control
2630	172	3604	4	CRC
2631	150	3097	4	control
2632	151	3097	4	control
2633	152	3098	4	control
2634	173	3604	4	CRC
2635	153	3099	4	control
2636	154	3102	4	control
2637	155	3105	4	control
2638	156	3105	4	control
2639	157	3106	4	control
2640	158	3106	4	control
2641	174	3604	4	CRC
2642	175	3607	4	CRC
2643	176	3607	4	CRC
2644	177	3609	4	CRC
2645	159	3113	4	control
2646	160	3115	4	control
2647	161	3156	4	control
2648	162	3157	4	control
2649	178	3610	4	CRC
2650	163	3157	4	control
2651	164	3159	4	control
2652	179	3703	4	CRC
2653	180	3704	4	CRC
2654	181	3706	4	CRC
2655	182	3707	4	CRC
2656	183	3708	4	CRC
2657	184	3719	4	CRC
2658	185	3728	4	CRC
2659	165	3161	4	control
2660	166	3217	4	control
2661	167	3218	4	control
2662	186	3728	4	CRC
2663	187	3728	4	CRC
2664	168	3249	4	control
2665	188	3729	4	CRC
2666	169	3249	4	control
2667	170	3252	4	control
2668	171	3266	4	control
2669	189	3776	4	CRC
2670	172	3270	4	control
2671	190	3783	4	CRC
2672	191	3784	4	CRC
2673	192	3785	4	CRC
2674	193	3792	4	CRC
2675	194	3792	4	CRC
2676	195	3795	4	CRC
2677	173	3270	4	control
2678	174	3272	4	control
2679	175	3274	4	control
2680	176	3285	4	control
2681	196	3815	4	CRC
2682	197	3815	4	CRC
2683	177	3286	4	control
2684	178	3287	4	control
2685	198	3816	4	CRC
2686	179	3288	4	control
2687	180	3288	4	control
2688	199	3820	4	CRC
2689	200	3825	4	CRC
2690	181	3386	4	control
2691	201	3829	4	CRC
2692	182	3388	4	control
2693	183	3391	4	control
2694	184	3391	4	control
2695	185	3392	4	control
2696	186	3395	4	control
2697	187	3414	4	control
2698	188	3448	4	control
2699	189	3454	4	control
2700	202	3831	4	CRC
2701	190	3454	4	control
2702	191	3474	4	control
2703	203	3831	4	CRC
2704	192	3475	4	control
2705	204	3865	4	CRC
2706	193	3480	4	control
2707	194	3480	4	control
2708	205	3865	4	CRC
2709	195	3488	4	control
2710	206	3866	4	CRC
2711	207	3866	4	CRC
2712	196	3489	4	control
2713	197	3491	4	control
2714	208	3866	4	CRC
2715	209	3866	4	CRC
2716	210	3872	4	CRC
2717	211	3872	4	CRC
2718	212	3882	4	CRC
2719	198	3493	4	control
2720	199	3500	4	control
2721	213	3882	4	CRC
2722	200	3501	4	control
2723	214	3883	4	CRC
2724	201	3513	4	control
2725	202	3513	4	control
2726	203	3514	4	control
2727	204	3515	4	control
2728	215	3887	4	CRC
2729	205	3515	4	control
2730	216	3887	4	CRC
2731	217	3891	4	CRC
2732	206	3515	4	control
2733	218	3892	4	CRC
2734	219	3892	4	CRC
2735	207	3515	4	control
2736	208	3515	4	control
2737	209	3515	4	control
2738	220	3945	4	CRC
2739	210	3516	4	control
2740	211	3517	4	control
2741	212	3517	4	control
2742	213	3518	4	control
2743	221	3945	4	CRC
2744	214	3519	4	control
2745	215	3519	4	control
2746	216	3521	4	control
2747	217	3521	4	control
2748	222	3946	4	CRC
2749	223	3949	4	CRC
2750	218	3521	4	control
2751	224	3966	4	CRC
2752	225	3966	4	CRC
2753	219	3523	4	control
2754	220	3556	4	control
2755	226	3967	4	CRC
2756	227	3972	4	CRC
2757	221	3556	4	control
2758	228	3972	4	CRC
2759	229	3974	4	CRC
2760	222	3556	4	control
2761	230	3975	4	CRC
2762	231	4016	4	CRC
2763	223	3556	4	control
2764	224	3559	4	control
2765	232	4018	4	CRC
2766	225	3559	4	control
2767	226	3559	4	control
2768	233	4020	4	CRC
2769	227	3559	4	control
2770	234	4023	4	CRC
2771	228	3560	4	control
2772	235	4025	4	CRC
2773	229	3561	4	control
2774	236	4026	4	CRC
2775	237	4026	4	CRC
2776	238	4027	4	CRC
2777	230	3563	4	control
2778	239	4027	4	CRC
2779	240	4028	4	CRC
2780	241	4028	4	CRC
2781	231	3565	4	control
2782	242	4028	4	CRC
2783	243	4028	4	CRC
2784	232	3565	4	control
2785	233	3568	4	control
2786	234	3569	4	control
2787	235	3569	4	control
2788	236	3570	4	control
2789	244	4031	4	CRC
2790	237	3575	4	control
2791	238	3583	4	control
2792	239	3583	4	control
2793	245	4033	4	CRC
2794	240	3583	4	control
2795	246	4073	4	CRC
2796	247	4073	4	CRC
2797	248	4075	4	CRC
2798	241	3592	4	control
2799	242	3593	4	control
2800	243	3596	4	control
2801	249	4075	4	CRC
2802	244	3597	4	control
2803	250	4075	4	CRC
2804	245	3599	4	control
2805	246	3599	4	control
2806	251	4077	4	CRC
2807	252	4086	4	CRC
2808	253	4088	4	CRC
2809	254	4102	4	CRC
2810	255	4104	4	CRC
2811	256	4105	4	CRC
2812	247	3608	4	control
2813	257	4105	4	CRC
2814	248	3609	4	control
2815	249	3611	4	control
2816	258	4107	4	CRC
2817	250	3611	4	control
2818	251	3615	4	control
2819	252	3615	4	control
2820	253	3617	4	control
2821	259	4109	4	CRC
2822	260	4109	4	CRC
2823	254	3617	4	control
2824	261	4116	4	CRC
2825	255	3619	4	control
2826	262	4116	4	CRC
2827	263	4118	4	CRC
2828	264	4123	4	CRC
2829	256	3623	4	control
2830	257	3623	4	control
2831	265	4123	4	CRC
2832	258	3623	4	control
2833	266	4123	4	CRC
2834	267	4127	4	CRC
2835	268	4127	4	CRC
2836	259	3626	4	control
2837	260	3626	4	control
2838	269	4129	4	CRC
2839	270	4134	4	CRC
2840	261	3626	4	control
2841	271	4135	4	CRC
2842	272	4137	4	CRC
2843	262	3626	4	control
2844	273	4154	4	CRC
2845	263	3626	4	control
2846	274	4154	4	CRC
2847	275	4155	4	CRC
2848	276	4155	4	CRC
2849	264	3627	4	control
2850	277	4155	4	CRC
2851	278	4157	4	CRC
2852	279	4158	4	CRC
2853	265	3627	4	control
2854	266	3628	4	control
2855	280	4195	4	CRC
2856	267	3630	4	control
2857	281	4196	4	CRC
2858	268	3634	4	control
2859	269	3644	4	control
2860	270	3644	4	control
2861	282	4197	4	CRC
2862	271	3645	4	control
2863	272	3645	4	control
2864	273	3645	4	control
2865	274	3645	4	control
2866	275	3664	4	control
2867	276	3665	4	control
2868	283	4217	4	CRC
2869	284	4221	4	CRC
2870	277	3670	4	control
2871	278	3671	4	control
2872	285	4222	4	CRC
2873	279	3672	4	control
2874	280	3676	4	control
2875	286	4223	4	CRC
2876	281	3679	4	control
2877	287	4223	4	CRC
2878	282	3686	4	control
2879	288	4225	4	CRC
2880	289	4227	4	CRC
2881	283	3686	4	control
2882	290	4227	4	CRC
2883	284	3690	4	control
2884	285	3692	4	control
2885	286	3694	4	control
2886	291	4228	4	CRC
2887	287	3696	4	control
2888	292	4230	4	CRC
2889	288	3696	4	control
2890	289	3696	4	control
2891	290	3696	4	control
2892	291	3697	4	control
2893	293	4231	4	CRC
2894	292	3698	4	control
2895	293	3698	4	control
2896	294	4233	4	CRC
2897	294	3698	4	control
2898	295	4235	4	CRC
2899	296	4259	4	CRC
2900	295	3699	4	control
2901	297	4261	4	CRC
2902	298	4267	4	CRC
2903	296	3701	4	control
2904	299	4271	4	CRC
2905	300	4274	4	CRC
2906	297	3705	4	control
2907	298	3706	4	control
2908	299	3706	4	control
2909	300	3706	4	control
2910	301	4274	4	CRC
2911	302	4279	4	CRC
2912	303	4279	4	CRC
2913	304	4281	4	CRC
2914	301	3706	4	control
2915	305	4286	4	CRC
2916	306	4286	4	CRC
2917	302	3721	4	control
2918	307	4286	4	CRC
2919	308	4286	4	CRC
2920	303	3726	4	control
2921	304	3727	4	control
2922	309	4289	4	CRC
2923	310	4289	4	CRC
2924	311	4312	4	CRC
2925	305	3746	4	control
2926	312	4322	4	CRC
2927	313	4322	4	CRC
2928	314	4322	4	CRC
2929	306	3746	4	control
2930	315	4323	4	CRC
2931	316	4323	4	CRC
2932	307	3749	4	control
2933	308	3750	4	control
2934	309	3750	4	control
2935	317	4344	4	CRC
2936	310	3750	4	control
2937	311	3750	4	control
2938	318	4344	4	CRC
2939	319	4352	4	CRC
2940	320	4353	4	CRC
2941	312	3754	4	control
2942	313	3754	4	control
2943	314	3754	4	control
2944	315	3754	4	control
2945	321	4354	4	CRC
2946	322	4354	4	CRC
2947	316	3758	4	control
2948	323	4354	4	CRC
2949	324	4368	4	CRC
2950	325	4370	4	CRC
2951	317	3761	4	control
2952	318	3765	4	control
2953	319	3767	4	control
2954	326	4375	4	CRC
2955	320	3769	4	control
2956	327	4375	4	CRC
2957	328	4378	4	CRC
2958	329	4381	4	CRC
2959	330	4381	4	CRC
2960	321	3769	4	control
2961	322	3769	4	control
2962	331	4381	4	CRC
2963	332	4381	4	CRC
2964	323	3774	4	control
2965	324	3774	4	control
2966	325	3776	4	control
2967	326	3779	4	control
2968	333	4382	4	CRC
2969	334	4390	4	CRC
2970	335	4392	4	CRC
2971	327	3781	4	control
2972	336	4392	4	CRC
2973	328	3789	4	control
2974	337	4397	4	CRC
2975	338	4397	4	CRC
2976	329	3789	4	control
2977	330	3790	4	control
2978	331	3790	4	control
2979	332	3792	4	control
2980	339	4397	4	CRC
2981	340	4400	4	CRC
2982	341	4401	4	CRC
2983	342	4403	4	CRC
2984	333	3792	4	control
2985	343	4405	4	CRC
2986	334	3794	4	control
2987	335	3795	4	control
2988	344	4405	4	CRC
2989	345	4408	4	CRC
2990	346	4409	4	CRC
2991	347	4420	4	CRC
2992	348	4422	4	CRC
2993	336	3796	4	control
2994	349	4422	4	CRC
2995	337	3797	4	control
2996	350	4465	4	CRC
2997	351	4465	4	CRC
2998	352	4467	4	CRC
2999	353	4473	4	CRC
3000	354	4474	4	CRC
3001	355	4474	4	CRC
3002	338	3797	4	control
3003	356	4476	4	CRC
3004	339	3800	4	control
3005	340	3800	4	control
3006	341	3804	4	control
3007	342	3806	4	control
3008	357	4483	4	CRC
3009	343	3806	4	control
3010	358	4503	4	CRC
3011	344	3807	4	control
3012	359	4504	4	CRC
3013	345	3809	4	control
3014	360	4504	4	CRC
3015	361	4506	4	CRC
3016	346	3810	4	control
3017	362	4507	4	CRC
3018	347	3810	4	control
3019	363	4508	4	CRC
3020	348	3812	4	control
3021	364	4509	4	CRC
3022	349	3816	4	control
3023	365	4517	4	CRC
3024	350	3820	4	control
3025	366	4517	4	CRC
3026	351	3821	4	control
3027	352	3821	4	control
3028	353	3821	4	control
3029	354	3828	4	control
3030	355	3828	4	control
3031	367	4517	4	CRC
3032	368	4518	4	CRC
3033	369	4518	4	CRC
3034	370	4518	4	CRC
3035	371	4519	4	CRC
3036	372	4538	4	CRC
3037	356	3829	4	control
3038	357	3842	4	control
3039	373	4540	4	CRC
3040	358	3844	4	control
3041	374	4541	4	CRC
3042	375	4543	4	CRC
3043	376	4552	4	CRC
3044	359	3845	4	control
3045	360	3850	4	control
3046	361	3850	4	control
3047	377	4554	4	CRC
3048	378	4554	4	CRC
3049	362	3854	4	control
3050	363	3855	4	control
3051	379	4554	4	CRC
3052	380	4554	4	CRC
3053	381	4555	4	CRC
3054	364	3855	4	control
3055	382	4556	4	CRC
3056	383	4560	4	CRC
3057	384	4561	4	CRC
3058	365	3855	4	control
3059	366	3857	4	control
3060	385	4562	4	CRC
3061	367	3859	4	control
3062	368	3860	4	control
3063	386	4562	4	CRC
3064	369	3860	4	control
3065	387	4573	4	CRC
3066	388	4573	4	CRC
3067	370	3860	4	control
3068	389	4582	4	CRC
3069	390	4591	4	CRC
3070	371	3861	4	control
3071	391	4592	4	CRC
3072	392	4592	4	CRC
3073	372	3862	4	control
3074	393	4592	4	CRC
3075	373	3862	4	control
3076	374	3867	4	control
3077	394	4592	4	CRC
3078	395	4592	4	CRC
3079	396	4592	4	CRC
3080	1	506	5	control
3081	2	1201	5	control
3082	1	5680	5	CRC
3083	2	5926	5	CRC
3084	3	1771	5	control
3085	3	6307	5	CRC
3086	4	1913	5	control
3087	5	1981	5	control
3088	6	2655	5	control
3089	4	7681	5	CRC
3090	5	8925	5	CRC
3091	6	9166	5	CRC
3092	7	10339	5	CRC
3093	7	2713	5	control
3094	8	10717	5	CRC
3095	9	11061	5	CRC
3096	8	2866	5	control
3097	9	3286	5	control
3098	10	11355	5	CRC
3099	11	11478	5	CRC
3100	12	11979	5	CRC
3101	13	12089	5	CRC
3102	14	12097	5	CRC
3103	10	3468	5	control
3104	15	12138	5	CRC
3105	16	12184	5	CRC
3106	17	12207	5	CRC
3107	18	12287	5	CRC
3108	11	3564	5	control
3109	19	12598	5	CRC
3110	20	12626	5	CRC
3111	12	3649	5	control
3112	21	12823	5	CRC
3113	22	12877	5	CRC
3114	13	3697	5	control
3115	23	12895	5	CRC
3116	24	15079	5	CRC
3117	14	3788	5	control
3118	25	15255	5	CRC
3119	26	17871	5	CRC
3120	27	17914	5	CRC
3121	15	4232	5	control
3122	28	17948	5	CRC
3123	29	18157	5	CRC
3124	16	4728	5	control
3125	30	18208	5	CRC
3126	31	18303	5	CRC
3127	17	5163	5	control
3128	18	5347	5	control
3129	19	5473	5	control
3130	32	18331	5	CRC
3131	33	18341	5	CRC
3132	20	5506	5	control
3133	34	18521	5	CRC
3134	35	18619	5	CRC
3135	36	18652	5	CRC
3136	21	5636	5	control
3137	37	18698	5	CRC
3138	38	18774	5	CRC
3139	39	18978	5	CRC
3140	40	19060	5	CRC
3141	22	5828	5	control
3142	41	19086	5	CRC
3143	42	19324	5	CRC
3144	43	19344	5	CRC
3145	23	5969	5	control
3146	24	6534	5	control
3147	25	6610	5	control
3148	44	19385	5	CRC
3149	26	6722	5	control
3150	45	19514	5	CRC
3151	46	19746	5	CRC
3152	47	19795	5	CRC
3153	48	19817	5	CRC
3154	49	19845	5	CRC
3155	27	7015	5	control
3156	50	19896	5	CRC
3157	51	20338	5	CRC
3158	52	20529	5	CRC
3159	28	7169	5	control
3160	29	7254	5	control
3161	53	20626	5	CRC
3162	54	20762	5	CRC
3163	55	20765	5	CRC
3164	30	7267	5	control
3165	56	20797	5	CRC
3166	57	20884	5	CRC
3167	31	7313	5	control
3168	58	20896	5	CRC
3169	59	20914	5	CRC
3170	60	21013	5	CRC
3171	61	21046	5	CRC
3172	32	7588	5	control
3173	62	21065	5	CRC
3174	33	8130	5	control
3175	63	21112	5	CRC
3176	34	8197	5	control
3177	64	21142	5	CRC
3178	35	8389	5	control
3179	65	21161	5	CRC
3180	36	8636	5	control
3181	37	8758	5	control
3182	38	8816	5	control
3183	39	8908	5	control
3184	40	10462	5	control
3185	66	21229	5	CRC
3186	41	10775	5	control
3187	42	10856	5	control
3188	43	11474	5	control
3189	44	11579	5	control
3190	67	21240	5	CRC
3191	68	21855	5	CRC
3192	45	11598	5	control
3193	69	21857	5	CRC
3194	46	11677	5	control
3195	70	21887	5	CRC
3196	47	11871	5	control
3197	48	11967	5	control
3198	49	12124	5	control
3199	71	21930	5	CRC
3200	50	12173	5	control
3201	51	12225	5	control
3202	52	13478	5	control
3203	53	14143	5	control
3204	54	14174	5	control
3205	72	21941	5	CRC
3206	55	14216	5	control
3207	73	21970	5	CRC
3208	74	21991	5	CRC
3209	75	22005	5	CRC
3210	56	14271	5	control
3211	76	22006	5	CRC
3212	77	22052	5	CRC
3213	57	14286	5	control
3214	78	22081	5	CRC
3215	58	14483	5	control
3216	59	14549	5	control
3217	60	14872	5	control
3218	79	22108	5	CRC
3219	80	22547	5	CRC
3220	81	22587	5	CRC
3221	61	14928	5	control
3222	82	22671	5	CRC
3223	62	14983	5	control
3224	83	22708	5	CRC
3225	63	15006	5	control
3226	64	15383	5	control
3227	65	15508	5	control
3228	84	22733	5	CRC
3229	66	15690	5	control
3230	85	22769	5	CRC
3231	67	15714	5	control
3232	86	22997	5	CRC
3233	87	23046	5	CRC
3234	88	23055	5	CRC
3235	68	15743	5	control
3236	89	23083	5	CRC
3237	69	15773	5	control
3238	70	15809	5	control
3239	90	23121	5	CRC
3240	91	23139	5	CRC
3241	71	16517	5	control
3242	92	23190	5	CRC
3243	72	16547	5	control
3244	93	23197	5	CRC
3245	73	16588	5	control
3246	94	23244	5	CRC
3247	74	16676	5	control
3248	75	16704	5	control
3249	95	23294	5	CRC
3250	96	23298	5	CRC
3251	76	16766	5	control
3252	97	23359	5	CRC
3253	98	23379	5	CRC
3254	99	23415	5	CRC
3255	100	23486	5	CRC
3256	101	23585	5	CRC
3257	102	23693	5	CRC
3258	103	24249	5	CRC
3259	104	24381	5	CRC
3260	105	24421	5	CRC
3261	106	24609	5	CRC
3262	77	16877	5	control
3263	78	16900	5	control
3264	79	16944	5	control
3265	107	24618	5	CRC
3266	108	24625	5	CRC
3267	109	24640	5	CRC
3268	80	17788	5	control
3269	110	24897	5	CRC
3270	81	18132	5	control
3271	82	18205	5	control
3272	111	24904	5	CRC
3273	83	18270	5	control
3274	112	24921	5	CRC
3275	84	18342	5	control
3276	113	24939	5	CRC
3277	85	18395	5	control
3278	86	18428	5	control
3279	87	18473	5	control
3280	88	19524	5	control
3281	89	19586	5	control
3282	114	24995	5	CRC
3283	90	19615	5	control
3284	115	25007	5	CRC
3285	116	25755	5	CRC
3286	91	19740	5	control
3287	92	20379	5	control
3288	93	20434	5	control
3289	117	25839	5	CRC
3290	94	20485	5	control
3291	118	25873	5	CRC
3292	95	20507	5	control
3293	119	26130	5	CRC
3294	96	20799	5	control
3295	97	20834	5	control
3296	120	26138	5	CRC
3297	98	20877	5	control
3298	99	21110	5	control
3299	121	26160	5	CRC
3300	100	21225	5	control
3301	101	21297	5	control
3302	122	26182	5	CRC
3303	102	21757	5	control
3304	103	21760	5	control
3305	123	26488	5	CRC
3306	124	26505	5	CRC
3307	125	26539	5	CRC
3308	104	21829	5	control
3309	126	26593	5	CRC
3310	127	26622	5	CRC
3311	128	26647	5	CRC
3312	129	26687	5	CRC
3313	105	21905	5	control
3314	106	21912	5	control
3315	107	21927	5	control
3316	130	26749	5	CRC
3317	108	21938	5	control
3318	131	26751	5	CRC
3319	109	22021	5	control
3320	110	22046	5	control
3321	111	22061	5	control
3322	112	22126	5	control
3323	132	26910	5	CRC
3324	113	22140	5	control
3325	114	22163	5	control
3326	115	22186	5	control
3327	116	22255	5	control
3328	133	27070	5	CRC
3329	134	27083	5	CRC
3330	135	27360	5	CRC
3331	117	22281	5	control
3332	136	27473	5	CRC
3333	137	27524	5	CRC
3334	118	22283	5	control
3335	119	22309	5	control
3336	138	27533	5	CRC
3337	120	22340	5	control
3338	139	27595	5	CRC
3339	121	22376	5	control
3340	122	22389	5	control
3341	140	27664	5	CRC
3342	141	27679	5	CRC
3343	142	27702	5	CRC
3344	143	27715	5	CRC
3345	144	27739	5	CRC
3346	145	27752	5	CRC
3347	146	27791	5	CRC
3348	147	27806	5	CRC
3349	148	27818	5	CRC
3350	123	22496	5	control
3351	124	22683	5	control
3352	125	23094	5	control
3353	149	27823	5	CRC
3354	126	23124	5	control
3355	127	23221	5	control
3356	150	27845	5	CRC
3357	151	27858	5	CRC
3358	128	24136	5	control
3359	152	27879	5	CRC
3360	129	24165	5	control
3361	153	27893	5	CRC
3362	130	24191	5	control
3363	154	27895	5	CRC
3364	131	24201	5	control
3365	155	27908	5	CRC
3366	132	24277	5	control
3367	133	24297	5	control
3368	134	24371	5	control
3369	156	27944	5	CRC
3370	135	24399	5	control
3371	136	24590	5	control
3372	137	24606	5	control
3373	157	27979	5	CRC
3374	158	27989	5	CRC
3375	138	24615	5	control
3376	139	25639	5	control
3377	140	25642	5	control
3378	141	25710	5	control
3379	159	28021	5	CRC
3380	160	28041	5	CRC
3381	161	28071	5	CRC
3382	162	28077	5	CRC
3383	142	25742	5	control
3384	163	28198	5	CRC
3385	164	28219	5	CRC
3386	165	28620	5	CRC
3387	143	25827	5	control
3388	166	28633	5	CRC
3389	167	28644	5	CRC
3390	168	28651	5	CRC
3391	169	28706	5	CRC
3392	170	28798	5	CRC
3393	144	25849	5	control
3394	145	25852	5	control
3395	146	25868	5	control
3396	171	28801	5	CRC
3397	147	25889	5	control
3398	148	25941	5	control
3399	149	26376	5	control
3400	172	28854	5	CRC
3401	150	26488	5	control
3402	151	26501	5	control
3403	152	26561	5	control
3404	173	28878	5	CRC
3405	153	26570	5	control
3406	154	26598	5	control
3407	155	26640	5	control
3408	156	26650	5	control
3409	157	26655	5	control
3410	158	26679	5	control
3411	174	28885	5	CRC
3412	175	28923	5	CRC
3413	176	28937	5	CRC
3414	177	28979	5	CRC
3415	159	26707	5	control
3416	160	26737	5	control
3417	161	27175	5	control
3418	162	27182	5	control
3419	178	28990	5	CRC
3420	163	27184	5	control
3421	164	27193	5	control
3422	179	29360	5	CRC
3423	180	29372	5	CRC
3424	181	29385	5	CRC
3425	182	29390	5	CRC
3426	183	29398	5	CRC
3427	184	29538	5	CRC
3428	185	29676	5	CRC
3429	165	27216	5	control
3430	166	27716	5	control
3431	167	27732	5	control
3432	186	29681	5	CRC
3433	187	29705	5	CRC
3434	168	27982	5	control
3435	188	29753	5	CRC
3436	169	27985	5	control
3437	170	28024	5	control
3438	171	28258	5	control
3439	189	30271	5	CRC
3440	172	28287	5	control
3441	190	30287	5	CRC
3442	191	30319	5	CRC
3443	192	30359	5	CRC
3444	193	30445	5	CRC
3445	194	30449	5	CRC
3446	195	30472	5	CRC
3447	173	28299	5	control
3448	174	28321	5	control
3449	175	28344	5	control
3450	176	28385	5	control
3451	196	30694	5	CRC
3452	197	30695	5	CRC
3453	177	28404	5	control
3454	178	28413	5	control
3455	198	30706	5	CRC
3456	179	28431	5	control
3457	180	28438	5	control
3458	199	30730	5	CRC
3459	200	30783	5	CRC
3460	181	29280	5	control
3461	201	30801	5	CRC
