	sample	HGT_count	level	group
4536	350	99355	6	CRC
4537	351	99375	6	CRC
4538	352	99419	6	CRC
4539	353	99595	6	CRC
4540	354	99716	6	CRC
4541	355	99726	6	CRC
4542	338	89275	6	control
4543	356	100025	6	CRC
4544	339	89399	6	control
4545	340	89415	6	control
4546	341	89576	6	control
4547	342	89602	6	control
4548	357	100475	6	CRC
4549	343	89632	6	control
4550	358	101391	6	CRC
4551	344	89697	6	control
4552	359	101414	6	CRC
4553	345	89717	6	control
4554	360	101415	6	CRC
4555	361	101452	6	CRC
4556	346	89800	6	control
4557	362	101491	6	CRC
4558	347	89817	6	control
4559	363	101525	6	CRC
4560	348	90052	6	control
4561	364	101563	6	CRC
4562	349	90099	6	control
4563	365	101884	6	CRC
4564	350	90118	6	control
4565	366	101884	6	CRC
4566	351	90136	6	control
4567	352	90141	6	control
4568	353	90156	6	control
4569	354	90341	6	control
4570	355	90369	6	control
4571	367	101903	6	CRC
4572	368	101941	6	CRC
4573	369	101949	6	CRC
4574	370	101959	6	CRC
4575	371	101976	6	CRC
4576	372	102733	6	CRC
4577	356	90403	6	control
4578	357	90851	6	control
4579	373	102764	6	CRC
4580	358	90925	6	control
4581	374	102782	6	CRC
4582	375	102932	6	CRC
4583	376	103347	6	CRC
4584	359	90954	6	control
4585	360	90976	6	control
4586	361	90983	6	control
4587	377	103381	6	CRC
4588	378	103386	6	CRC
4589	362	91055	6	control
4590	363	91158	6	control
4591	379	103395	6	CRC
4592	380	103399	6	CRC
4593	381	103406	6	CRC
4594	364	91176	6	control
4595	382	103426	6	CRC
4596	383	104000	6	CRC
4597	384	104017	6	CRC
4598	365	91248	6	control
4599	366	91252	6	control
4600	385	104034	6	CRC
4601	367	91335	6	control
4602	368	91369	6	control
4603	386	104073	6	CRC
4604	369	91389	6	control
4605	387	105062	6	CRC
4606	388	105084	6	CRC
4607	370	91418	6	control
4608	389	105279	6	CRC
4609	390	105678	6	CRC
4610	371	91431	6	control
4611	391	105740	6	CRC
4612	392	105759	6	CRC
4613	372	91442	6	control
4614	393	105766	6	CRC
4615	373	91454	6	control
4616	374	92187	6	control
4617	394	105778	6	CRC
4618	395	105801	6	CRC
4619	396	105808	6	CRC
4620	1	1855	7	control
4621	2	5941	7	control
4622	1	90140	7	CRC
4623	2	91400	7	CRC
4624	3	8211	7	control
4625	3	95277	7	CRC
4626	4	9244	7	control
4627	5	9547	7	control
4628	6	15305	7	control
4629	4	143190	7	CRC
4630	5	158846	7	CRC
4631	6	161576	7	CRC
4632	7	234869	7	CRC
4633	7	15681	7	control
4634	8	240447	7	CRC
4635	9	244542	7	CRC
4636	8	16923	7	control
4637	9	19732	7	control
4638	10	250364	7	CRC
4639	11	252604	7	CRC
4640	12	267761	7	CRC
4641	13	269198	7	CRC
4642	14	269345	7	CRC
4643	10	20446	7	control
4644	15	270170	7	CRC
4645	16	270842	7	CRC
4646	17	271111	7	CRC
4647	18	271961	7	CRC
4648	11	20989	7	control
4649	19	273774	7	CRC
4650	20	274182	7	CRC
4651	12	21488	7	control
4652	21	282240	7	CRC
4653	22	282945	7	CRC
4654	13	21846	7	control
4655	23	283223	7	CRC
4656	24	425880	7	CRC
4657	14	22478	7	control
4658	25	444143	7	CRC
4659	26	580666	7	CRC
4660	27	581582	7	CRC
4661	15	27185	7	control
4662	28	585899	7	CRC
4663	29	590270	7	CRC
4664	16	29124	7	control
4665	30	591269	7	CRC
4666	31	593462	7	CRC
4667	17	32574	7	control
4668	18	34811	7	control
4669	19	36356	7	control
4670	32	593801	7	CRC
4671	33	594095	7	CRC
4672	20	36627	7	control
4673	34	601908	7	CRC
4674	35	603641	7	CRC
4675	36	603796	7	CRC
4676	21	38187	7	control
4677	37	604731	7	CRC
4678	38	607419	7	CRC
4679	39	615386	7	CRC
4680	40	616000	7	CRC
4681	22	39962	7	control
4682	41	616758	7	CRC
4683	42	619377	7	CRC
4684	43	619614	7	CRC
4685	23	41687	7	control
4686	24	48656	7	control
4687	25	49788	7	control
4688	44	620346	7	CRC
4689	26	51258	7	control
4690	45	622957	7	CRC
4691	46	640257	7	CRC
4692	47	641044	7	CRC
4693	48	641811	7	CRC
4694	49	642601	7	CRC
4695	27	59543	7	control
4696	50	644489	7	CRC
4697	51	694162	7	CRC
4698	52	704650	7	CRC
4699	28	60496	7	control
4700	29	61545	7	control
4701	53	705863	7	CRC
4702	54	708495	7	CRC
4703	55	708610	7	CRC
4704	30	61836	7	control
4705	56	709177	7	CRC
4706	57	711445	7	CRC
4707	31	62273	7	control
4708	58	711768	7	CRC
4709	59	712423	7	CRC
4710	60	720598	7	CRC
4711	61	722538	7	CRC
4712	32	65277	7	control
4713	62	723346	7	CRC
4714	33	89162	7	control
4715	63	724137	7	CRC
4716	34	90019	7	control
4717	64	724744	7	CRC
4718	35	92629	7	control
4719	65	725123	7	CRC
4720	36	96307	7	control
4721	37	97608	7	control
4722	38	98536	7	control
4723	39	100103	7	control
4724	40	142597	7	control
4725	66	726177	7	CRC
4726	41	147169	7	control
4727	42	148900	7	control
4728	43	159684	7	control
4729	44	161285	7	control
4730	67	726708	7	CRC
4731	68	743093	7	CRC
4732	45	161609	7	control
4733	69	743227	7	CRC
4734	46	163207	7	control
4735	70	744057	7	CRC
4736	47	166537	7	control
4737	48	168139	7	control
4738	49	170882	7	control
4739	71	744954	7	CRC
4740	50	171695	7	control
4741	51	172466	7	control
4742	52	235393	7	control
4743	53	290020	7	control
4744	54	290585	7	control
4745	72	745220	7	CRC
4746	55	291129	7	control
4747	73	746129	7	CRC
4748	74	746604	7	CRC
4749	75	746880	7	CRC
4750	56	292667	7	control
4751	76	746935	7	CRC
4752	77	748185	7	CRC
4753	57	292884	7	control
4754	78	748913	7	CRC
4755	58	296609	7	control
4756	59	297178	7	control
4757	60	328328	7	control
4758	79	750664	7	CRC
4759	80	832073	7	CRC
4760	81	832937	7	CRC
4761	61	329210	7	control
4762	82	834764	7	CRC
4763	62	330475	7	control
4764	83	835397	7	CRC
4765	63	331033	7	control
4766	64	342104	7	control
4767	65	345349	7	control
4768	84	836152	7	CRC
4769	66	346349	7	control
4770	85	837417	7	CRC
4771	67	347097	7	control
4772	86	844681	7	CRC
4773	87	846361	7	CRC
4774	88	846611	7	CRC
4775	68	347863	7	control
4776	89	847270	7	CRC
4777	69	348287	7	control
4778	70	349706	7	control
4779	90	848683	7	CRC
4780	91	849301	7	CRC
4781	71	376376	7	control
4782	92	850565	7	CRC
4783	72	376785	7	control
4784	93	850789	7	CRC
4785	73	377563	7	control
4786	94	852422	7	CRC
4787	74	378668	7	control
4788	75	379283	7	control
4789	95	853860	7	CRC
4790	96	854124	7	CRC
4791	76	380848	7	control
4792	97	856199	7	CRC
4793	98	857324	7	CRC
4794	99	858684	7	CRC
4795	100	860135	7	CRC
4796	101	868507	7	CRC
4797	102	870247	7	CRC
4798	103	965858	7	CRC
4799	104	975192	7	CRC
4800	105	976934	7	CRC
4801	106	1013125	7	CRC
4802	77	382310	7	control
4803	78	382726	7	control
4804	79	384373	7	control
4805	107	1013525	7	CRC
4806	108	1013740	7	CRC
4807	109	1014162	7	CRC
4808	80	433529	7	control
4809	110	1042417	7	CRC
4810	81	444854	7	control
4811	82	445784	7	control
4812	111	1042695	7	CRC
4813	83	452868	7	control
4814	112	1043102	7	CRC
4815	84	453885	7	control
4816	113	1043647	7	CRC
4817	85	454497	7	control
4818	86	455486	7	control
4819	87	456697	7	control
4820	88	562951	7	control
4821	89	566753	7	control
4822	114	1050557	7	CRC
4823	90	567519	7	control
4824	115	1050650	7	CRC
4825	116	1062273	7	CRC
4826	91	569421	7	control
4827	92	626840	7	control
4828	93	628951	7	control
4829	117	1064105	7	CRC
4830	94	630074	7	control
4831	118	1065026	7	CRC
4832	95	632167	7	control
4833	119	1073776	7	CRC
4834	96	646175	7	control
4835	97	647052	7	control
4836	120	1074191	7	CRC
4837	98	648008	7	control
4838	99	657689	7	control
4839	121	1075086	7	CRC
4840	100	670922	7	control
4841	101	672089	7	control
4842	122	1075451	7	CRC
4843	102	741557	7	control
4844	103	742341	7	control
4845	123	1088451	7	CRC
4846	124	1090161	7	CRC
4847	125	1091110	7	CRC
4848	104	744290	7	control
4849	126	1094150	7	CRC
4850	127	1095162	7	CRC
4851	128	1095919	7	CRC
4852	129	1097210	7	CRC
4853	105	745593	7	control
4854	106	745810	7	control
4855	107	746415	7	control
4856	130	1103190	7	CRC
4857	108	746924	7	control
4858	131	1103381	7	CRC
4859	109	748374	7	control
4860	110	749134	7	control
4861	111	750518	7	control
4862	112	752140	7	control
4863	132	1200488	7	CRC
4864	113	752669	7	control
4865	114	753711	7	control
4866	115	754530	7	control
4867	116	760218	7	control
4868	133	1209833	7	CRC
4869	134	1209900	7	CRC
4870	135	1214704	7	CRC
4871	117	760670	7	control
4872	136	1222114	7	CRC
4873	137	1223930	7	CRC
4874	118	760795	7	control
4875	119	761300	7	control
4876	138	1224228	7	CRC
4877	120	763980	7	control
4878	139	1231873	7	CRC
4879	121	764862	7	control
4880	122	765235	7	control
4881	140	1233622	7	CRC
4882	141	1233965	7	CRC
4883	142	1246491	7	CRC
4884	143	1246804	7	CRC
4885	144	1247675	7	CRC
4886	145	1248144	7	CRC
4887	146	1255195	7	CRC
4888	147	1256258	7	CRC
4889	148	1257331	7	CRC
4890	123	777644	7	control
4891	124	797583	7	control
4892	125	886500	7	control
4893	149	1257623	7	CRC
4894	126	888165	7	control
4895	127	890004	7	control
4896	150	1258899	7	CRC
4897	151	1259522	7	CRC
4898	128	973923	7	control
4899	152	1260155	7	CRC
4900	129	974248	7	control
4901	153	1260435	7	CRC
4902	130	974713	7	control
4903	154	1260673	7	CRC
4904	131	975062	7	control
4905	155	1261401	7	CRC
4906	132	980164	7	control
4907	133	981577	7	control
4908	134	997591	7	control
4909	156	1263554	7	CRC
4910	135	1001049	7	control
4911	136	1040934	7	control
4912	137	1041213	7	control
4913	157	1274531	7	CRC
4914	158	1275362	7	CRC
4915	138	1041381	7	control
4916	139	1182146	7	control
4917	140	1183100	7	control
4918	141	1186014	7	control
4919	159	1276921	7	CRC
4920	160	1277435	7	CRC
4921	161	1278611	7	CRC
4922	162	1278768	7	CRC
4923	142	1186741	7	control
4924	163	1281205	7	CRC
4925	164	1282447	7	CRC
4926	165	1331690	7	CRC
4927	143	1226709	7	control
4928	166	1332214	7	CRC
4929	167	1332640	7	CRC
4930	168	1333063	7	CRC
4931	169	1334294	7	CRC
4932	170	1344438	7	CRC
4933	144	1227337	7	control
4934	145	1227557	7	control
4935	146	1228589	7	control
4936	171	1346231	7	CRC
4937	147	1229240	7	control
4938	148	1229977	7	control
4939	149	1271383	7	control
4940	172	1347881	7	CRC
4941	150	1278413	7	control
4942	151	1279149	7	control
4943	152	1283281	7	control
4944	173	1348680	7	CRC
4945	153	1284065	7	control
4946	154	1284719	7	control
4947	155	1286129	7	control
4948	156	1286372	7	control
4949	157	1286494	7	control
4950	158	1287818	7	control
4951	174	1348995	7	CRC
4952	175	1350992	7	CRC
4953	176	1351765	7	CRC
4954	177	1358388	7	CRC
4955	159	1289070	7	control
4956	160	1290612	7	control
4957	161	1378580	7	control
4958	162	1378895	7	control
4959	178	1358857	7	CRC
4960	163	1379115	7	control
4961	164	1379633	7	control
4962	179	1371071	7	CRC
4963	180	1371253	7	CRC
4964	181	1371544	7	CRC
4965	182	1371834	7	CRC
4966	183	1372850	7	CRC
4967	184	1380105	7	CRC
4968	185	1388129	7	CRC
4969	165	1381202	7	control
4970	166	1488161	7	control
4971	167	1489082	7	control
4972	186	1388366	7	CRC
4973	187	1389761	7	CRC
4974	168	1534171	7	control
4975	188	1399309	7	CRC
4976	169	1534467	7	control
4977	170	1535941	7	control
4978	171	1572842	7	control
4979	189	1467953	7	CRC
4980	172	1573236	7	control
4981	190	1468266	7	CRC
4982	191	1483066	7	CRC
4983	192	1484978	7	CRC
4984	193	1487424	7	CRC
4985	194	1487678	7	CRC
4986	195	1488841	7	CRC
4987	173	1573677	7	control
4988	174	1574949	7	control
4989	175	1576059	7	control
4990	176	1577501	7	control
4991	196	1506891	7	CRC
4992	197	1507001	7	CRC
4993	177	1578582	7	control
4994	178	1579211	7	control
4995	198	1507359	7	CRC
4996	179	1579825	7	control
4997	180	1580030	7	control
4998	199	1507776	7	CRC
4999	200	1514713	7	CRC
5000	181	1670028	7	control
5001	201	1515292	7	CRC
5002	182	1670912	7	control
5003	183	1675157	7	control
5004	184	1677619	7	control
5005	185	1678205	7	control
5006	186	1679315	7	control
5007	187	1770836	7	control
5008	188	1847525	7	control
5009	189	1851780	7	control
5010	202	1516882	7	CRC
5011	190	1853144	7	control
5012	191	1889148	7	control
5013	203	1517255	7	CRC
5014	192	1889611	7	control
5015	204	1531868	7	CRC
5016	193	1891486	7	control
5017	194	1892081	7	control
5018	205	1532020	7	CRC
5019	195	1946723	7	control
5020	206	1533516	7	CRC
5021	207	1533931	7	CRC
5022	196	1947826	7	control
5023	197	1949458	7	control
5024	208	1534421	7	CRC
5025	209	1534620	7	CRC
5026	210	1536343	7	CRC
5027	211	1537099	7	CRC
5028	212	1539074	7	CRC
5029	198	1971800	7	control
5030	199	2014768	7	control
5031	213	1539822	7	CRC
5032	200	2015639	7	control
5033	214	1540305	7	CRC
5034	201	2017182	7	control
5035	202	2017929	7	control
5036	203	2018817	7	control
5037	204	2020226	7	control
5038	215	1540348	7	CRC
5039	205	2021598	7	control
5040	216	1540579	7	CRC
5041	217	1542113	7	CRC
5042	206	2021883	7	control
5043	218	1542323	7	CRC
5044	219	1542613	7	CRC
5045	207	2022060	7	control
5046	208	2022538	7	control
5047	209	2022872	7	control
5048	220	1566898	7	CRC
5049	210	2023837	7	control
5050	211	2024023	7	control
5051	212	2025104	7	control
5052	213	2026251	7	control
5053	221	1568330	7	CRC
5054	214	2026580	7	control
5055	215	2026819	7	control
5056	216	2027305	7	control
5057	217	2028136	7	control
5058	222	1569160	7	CRC
5059	223	1574265	7	CRC
5060	218	2028275	7	control
5061	224	1607962	7	CRC
5062	225	1608156	7	CRC
5063	219	2028520	7	control
5064	220	2073931	7	control
5065	226	1608383	7	CRC
5066	227	1608572	7	CRC
5067	221	2074073	7	control
5068	228	1608815	7	CRC
5069	229	1609066	7	CRC
5070	222	2074905	7	control
5071	230	1609642	7	CRC
5072	231	1704092	7	CRC
5073	223	2075195	7	control
5074	224	2077526	7	control
5075	232	1705134	7	CRC
5076	225	2077924	7	control
5077	226	2078105	7	control
5078	233	1706162	7	CRC
5079	227	2078429	7	control
5080	234	1706573	7	CRC
5081	228	2079589	7	control
5082	235	1710482	7	CRC
5083	229	2080447	7	control
5084	236	1710613	7	CRC
5085	237	1711417	7	CRC
5086	238	1711959	7	CRC
5087	230	2081066	7	control
5088	239	1712117	7	CRC
5089	240	1712729	7	CRC
5090	241	1712958	7	CRC
5091	231	2086842	7	control
5092	242	1713189	7	CRC
5093	243	1713869	7	CRC
5094	232	2087837	7	control
5095	233	2088494	7	control
5096	234	2090201	7	control
5097	235	2090412	7	control
5098	236	2090501	7	control
5099	244	1725641	7	CRC
5100	237	2091444	7	control
5101	238	2092220	7	control
5102	239	2093160	7	control
5103	245	1728005	7	CRC
5104	240	2094624	7	control
5105	246	1788241	7	CRC
5106	247	1788561	7	CRC
5107	248	1788933	7	CRC
5108	241	2143432	7	control
5109	242	2143992	7	control
5110	243	2145155	7	control
5111	249	1789181	7	CRC
5112	244	2145496	7	control
5113	250	1790043	7	CRC
5114	245	2147199	7	control
5115	246	2147325	7	control
5116	251	1793695	7	CRC
5117	252	1809658	7	CRC
5118	253	1812812	7	CRC
5119	254	1813725	7	CRC
5120	255	1814172	7	CRC
5121	256	1814922	7	CRC
5122	247	2160616	7	control
5123	257	1815113	7	CRC
5124	248	2160911	7	control
5125	249	2161913	7	control
5126	258	1815575	7	CRC
5127	250	2162107	7	control
5128	251	2164718	7	control
5129	252	2165349	7	control
5130	253	2165879	7	control
5131	259	1816671	7	CRC
5132	260	1817122	7	CRC
5133	254	2166747	7	control
5134	261	1825037	7	CRC
5135	255	2167240	7	control
5136	262	1825472	7	CRC
5137	263	1827124	7	CRC
5138	264	1835484	7	CRC
5139	256	2168968	7	control
5140	257	2169900	7	control
5141	265	1835802	7	CRC
5142	258	2170075	7	control
5143	266	1835980	7	CRC
5144	267	1836628	7	CRC
5145	268	1837088	7	CRC
5146	259	2170865	7	control
5147	260	2170975	7	control
5148	269	1837843	7	CRC
5149	270	1838984	7	CRC
5150	261	2171446	7	control
5151	271	1839407	7	CRC
5152	272	1840038	7	CRC
5153	262	2172123	7	control
5154	273	1903355	7	CRC
5155	263	2172731	7	control
5156	274	1903603	7	CRC
5157	275	1904860	7	CRC
5158	276	1905160	7	CRC
5159	264	2172929	7	control
5160	277	1905570	7	CRC
5161	278	1907240	7	CRC
5162	279	1907691	7	CRC
5163	265	2173795	7	control
5164	266	2174155	7	control
5165	280	1927599	7	CRC
5166	267	2174596	7	control
5167	281	1928030	7	CRC
5168	268	2183467	7	control
5169	269	2199045	7	control
5170	270	2199303	7	control
5171	282	1928365	7	CRC
5172	271	2200694	7	control
5173	272	2201330	7	control
5174	273	2201512	7	control
5175	274	2203333	7	control
5176	275	2253697	7	control
5177	276	2254765	7	control
5178	283	1946221	7	CRC
5179	284	1950301	7	CRC
5180	277	2256821	7	control
5181	278	2258646	7	control
5182	285	1951144	7	CRC
5183	279	2259367	7	control
5184	280	2260081	7	control
5185	286	1952234	7	CRC
5186	281	2265941	7	control
5187	287	1952355	7	CRC
5188	282	2269856	7	control
5189	288	1954402	7	CRC
5190	289	1954791	7	CRC
5191	283	2269959	7	control
5192	290	1955078	7	CRC
5193	284	2272108	7	control
5194	285	2272823	7	control
5195	286	2273572	7	control
5196	291	1955921	7	CRC
5197	287	2273986	7	control
5198	292	1956579	7	CRC
5199	288	2274155	7	control
5200	289	2274585	7	control
5201	290	2275268	7	control
5202	291	2276104	7	control
5203	293	1957068	7	CRC
5204	292	2276487	7	control
5205	293	2277398	7	control
5206	294	1957301	7	CRC
5207	294	2277723	7	control
5208	295	1957832	7	CRC
5209	296	2007850	7	CRC
5210	295	2278652	7	control
5211	297	2012517	7	CRC
5212	298	2013194	7	CRC
5213	296	2285325	7	control
5214	299	2013962	7	CRC
5215	300	2016018	7	CRC
5216	297	2286319	7	control
5217	298	2287491	7	control
5218	299	2287682	7	control
5219	300	2287877	7	control
5220	301	2016388	7	CRC
5221	302	2048544	7	CRC
5222	303	2049362	7	CRC
5223	304	2049778	7	CRC
5224	301	2288656	7	control
5225	305	2050068	7	CRC
5226	306	2050379	7	CRC
5227	302	2332500	7	control
5228	307	2050769	7	CRC
5229	308	2050949	7	CRC
5230	303	2333398	7	control
5231	304	2334631	7	control
5232	309	2052132	7	CRC
5233	310	2057051	7	CRC
5234	311	2085646	7	CRC
5235	305	2342910	7	control
5236	312	2101126	7	CRC
5237	313	2101285	7	CRC
5238	314	2101502	7	CRC
5239	306	2343476	7	control
5240	315	2102860	7	CRC
5241	316	2103223	7	CRC
5242	307	2346810	7	control
5243	308	2347075	7	control
5244	309	2347512	7	control
5245	317	2193016	7	CRC
5246	310	2347761	7	control
5247	311	2348113	7	control
5248	318	2193291	7	CRC
5249	319	2196239	7	CRC
5250	320	2197360	7	CRC
5251	312	2355063	7	control
5252	313	2355909	7	control
5253	314	2356127	7	control
5254	315	2356607	7	control
5255	321	2197670	7	CRC
5256	322	2198215	7	CRC
5257	316	2357090	7	control
5258	323	2198398	7	CRC
5259	324	2283230	7	CRC
5260	325	2283816	7	CRC
5261	317	2362709	7	control
5262	318	2364409	7	control
5263	319	2378652	7	control
5264	326	2286781	7	CRC
5265	320	2378788	7	control
5266	327	2289152	7	CRC
5267	328	2289768	7	CRC
5268	329	2291368	7	CRC
5269	330	2291545	7	CRC
5270	321	2378984	7	control
5271	322	2379063	7	control
5272	331	2292663	7	CRC
5273	332	2292933	7	CRC
5274	323	2381031	7	control
5275	324	2381678	7	control
5276	325	2392713	7	control
5277	326	2395531	7	control
5278	333	2293606	7	CRC
5279	334	2304370	7	CRC
5280	335	2306168	7	CRC
5281	327	2397014	7	control
5282	336	2306843	7	CRC
5283	328	2418348	7	control
5284	337	2313155	7	CRC
5285	338	2313370	7	CRC
5286	329	2419100	7	control
5287	330	2419600	7	control
5288	331	2420080	7	control
5289	332	2421069	7	control
5290	339	2313987	7	CRC
5291	340	2314891	7	CRC
5292	341	2315538	7	CRC
5293	342	2317027	7	CRC
5294	333	2421282	7	control
5295	343	2317277	7	CRC
5296	334	2422304	7	control
5297	335	2422859	7	control
5298	344	2317345	7	CRC
5299	345	2338454	7	CRC
5300	346	2339032	7	CRC
5301	347	2374685	7	CRC
5302	348	2415087	7	CRC
5303	336	2423212	7	control
5304	349	2415225	7	CRC
5305	337	2423911	7	control
5306	350	2500018	7	CRC
5307	351	2500320	7	CRC
5308	352	2500881	7	CRC
5309	353	2515493	7	CRC
5310	354	2520449	7	CRC
5311	355	2520899	7	CRC
5312	338	2424974	7	control
5313	356	2540752	7	CRC
5314	339	2429080	7	control
5315	340	2429370	7	control
5316	341	2436120	7	control
5317	342	2436986	7	control
5318	357	2567977	7	CRC
5319	343	2437946	7	control
5320	358	2626235	7	CRC
5321	344	2440670	7	control
5322	359	2627455	7	CRC
5323	345	2441540	7	control
5324	360	2627617	7	CRC
5325	361	2628004	7	CRC
5326	346	2443282	7	control
5327	362	2628540	7	CRC
5328	347	2443645	7	control
5329	363	2629467	7	CRC
5330	348	2465455	7	control
5331	364	2633018	7	CRC
5332	349	2467496	7	control
5333	365	2643157	7	CRC
5334	350	2468198	7	control
5335	366	2643165	7	CRC
5336	351	2468754	7	control
5337	352	2468817	7	control
5338	353	2469392	7	control
5339	354	2473555	7	control
5340	355	2476265	7	control
5341	367	2644161	7	CRC
5342	368	2645575	7	CRC
5343	369	2645726	7	CRC
5344	370	2646087	7	CRC
5345	371	2646690	7	CRC
5346	372	2665086	7	CRC
5347	356	2477008	7	control
5348	357	2512605	7	control
5349	373	2665757	7	CRC
5350	358	2514590	7	control
5351	374	2666145	7	CRC
5352	375	2668564	7	CRC
5353	376	2679610	7	CRC
5354	359	2515264	7	control
5355	360	2516876	7	control
5356	361	2517114	7	control
5357	377	2680785	7	CRC
5358	378	2680872	7	CRC
5359	362	2518554	7	control
5360	363	2521498	7	control
5361	379	2681084	7	CRC
5362	380	2681185	7	CRC
5363	381	2681438	7	CRC
5364	364	2522063	7	control
5365	382	2682331	7	CRC
5366	383	2736966	7	CRC
5367	384	2737581	7	CRC
5368	365	2523874	7	control
5369	366	2524093	7	control
5370	385	2737840	7	CRC
5371	367	2529224	7	control
5372	368	2530126	7	control
5373	386	2740170	7	CRC
5374	369	2531286	7	control
5375	387	2765552	7	CRC
5376	388	2766978	7	CRC
5377	370	2532167	7	control
5378	389	2774561	7	CRC
5379	390	2784902	7	CRC
5380	371	2532495	7	control
5381	391	2786151	7	CRC
5382	392	2787642	7	CRC
5383	372	2532657	7	control
5384	393	2787830	7	CRC
5385	373	2533269	7	control
5386	374	2567654	7	control
5387	394	2788016	7	CRC
5388	395	2788231	7	CRC
5389	396	2788432	7	CRC
